 	Area	Mean	IntDen	RawIntDen
1	10.845	615.932	6679.859	398508.000
2	10.225	642.777	6572.346	392094.000
3	10.309	629.836	6492.810	387349.000
4	42.257	629.790	26613.314	1587701.000
5	5.582	603.700	3369.733	201032.000
6	26.501	597.144	15824.896	944084.000
7	38.134	647.858	24705.393	1473878.000
8	9.437	616.279	5815.886	346965.000
9	7.174	567.888	4074.146	243056.000
10	9.638	603.433	5816.037	346974.000
11	7.275	571.260	4155.794	247927.000
12	6.487	571.899	3709.887	221325.000
13	6.940	561.739	3898.210	232560.000
14	6.370	644.442	4104.854	244888.000
15	11.046	607.863	6714.624	400582.000
16	295.752	631.203	186679.263	11136939.000
17	15.019	614.433	9228.111	550532.000
18	20.349	632.571	12872.357	767941.000
19	7.694	592.534	4558.858	271973.000
20	18.958	594.722	11274.755	672631.000
21	5.180	617.706	3199.412	190871.000
22	17.617	635.069	11188.044	667458.000
23	10.879	573.609	6240.086	372272.000
24	11.113	617.973	6867.729	409716.000
25	9.253	570.690	5280.435	315021.000
26	203.577	614.819	125162.737	7466977.000
27	7.442	615.378	4579.894	273228.000
28	15.388	584.461	8993.491	536535.000
29	24.154	616.296	14886.181	888082.000
30	11.633	569.546	6625.499	395265.000
31	6.336	586.354	3715.201	221642.000
32	6.168	610.965	3768.722	224835.000
33	27.909	623.058	17388.941	1037392.000
34	13.980	588.597	8228.382	490890.000
35	7.509	622.915	4677.752	279066.000
36	11.817	598.887	7077.240	422215.000
37	10.007	601.484	6019.061	359086.000
38	11.147	661.271	7371.080	439745.000
39	19.545	609.090	11904.476	710199.000
40	15.170	618.794	9386.966	560009.000
41	6.487	569.915	3697.014	220557.000
42	7.593	591.020	4487.769	267732.000
43	9.906	587.592	5820.948	347267.000
44	7.023	561.776	3945.547	235384.000
45	6.185	589.607	3646.861	217565.000
46	13.393	589.620	7896.759	471106.000
47	14.231	604.806	8607.039	513480.000
48	10.393	629.895	6546.214	390535.000
49	10.275	587.049	6032.051	359861.000
50	92.544	615.050	56919.116	3395689.000
51	7.241	582.116	4215.250	251474.000
52	5.682	605.617	3441.341	205304.000
53	6.370	566.950	3611.259	215441.000
54	7.811	611.586	4777.202	284999.000
55	11.415	603.388	6887.693	410907.000
56	5.146	596.694	3070.578	183185.000
57	6.034	616.492	3720.146	221937.000
58	5.900	604.952	3569.387	212943.000
59	7.040	610.457	4297.686	256392.000
60	7.308	603.966	4413.965	263329.000
