 	Area	Mean	IntDen	RawIntDen
1	8.448	1225.284	10351.361	617543.000
2	5.951	1236.268	7356.497	438875.000
3	35.100	1264.706	44391.171	2648295.000
4	9.219	1197.440	11039.431	658592.000
5	10.393	1253.529	13027.357	777188.000
6	6.738	1204.995	8119.729	484408.000
7	6.252	1229.024	7684.214	458426.000
8	37.346	1269.105	47396.141	2827566.000
9	18.908	1254.347	23716.844	1414903.000
10	15.840	1151.220	18235.615	1087903.000
11	12.186	1252.498	15263.062	910566.000
12	22.696	1293.058	29347.207	1750800.000
13	7.828	1199.176	9387.067	560015.000
14	6.554	1274.478	8352.941	498321.000
15	6.051	1201.812	7272.334	433854.000
16	16.913	1223.051	20685.490	1234058.000
17	11.398	1284.835	14644.907	873688.000
18	23.651	1307.113	30915.090	1844337.000
19	9.906	1283.462	12714.542	758526.000
20	11.214	1128.723	12657.383	755116.000
21	6.906	1246.988	8611.716	513759.000
22	15.991	1276.406	20411.143	1217691.000
23	65.708	1368.700	89934.120	5365303.000
24	51.695	1295.637	66977.323	3995743.000
25	10.007	1363.732	13646.887	814148.000
26	18.003	1421.883	25597.543	1527102.000
27	17.533	1284.227	22516.639	1343301.000
28	7.593	1231.042	9347.625	557662.000
29	5.498	1232.293	6775.135	404192.000
30	15.052	1316.792	19820.914	1182479.000
31	10.191	1226.724	12502.031	745848.000
32	6.001	1251.187	7508.195	447925.000
33	9.286	1330.170	12352.278	736914.000
34	5.783	1200.977	6945.187	414337.000
35	12.354	1248.889	15428.421	920431.000
36	6.420	1233.695	7920.209	472505.000
37	11.583	1278.366	14806.879	883351.000
38	8.750	1243.316	10878.833	649011.000
39	13.175	1297.410	17093.457	1019764.000
40	9.906	1260.679	12488.839	745061.000
41	12.287	1277.888	15700.990	936692.000
42	8.817	1252.894	11046.639	659022.000
43	7.577	1182.219	8957.083	534363.000
44	17.014	1198.084	20383.720	1216055.000
45	7.878	1217.447	9591.314	572200.000
46	9.873	1227.662	12120.608	723093.000
47	7.845	1184.735	9293.886	554456.000
48	6.504	1180.521	7677.778	458042.000
49	7.241	1222.130	8849.755	527960.000
50	5.766	1134.709	6542.945	390340.000
51	7.509	1221.625	9173.734	547288.000
52	6.319	1259.435	7958.796	474807.000
53	7.543	1244.271	9385.508	559922.000
54	6.772	1265.705	8571.252	511345.000
55	9.789	1210.337	11848.122	706837.000
56	5.263	1162.408	6118.125	364996.000
57	9.269	1224.722	11352.532	677271.000
58	5.112	1174.895	6006.606	358343.000
