 	Area	Mean	IntDen	RawIntDen
1	7.409	1509.819	11186.066	667340.000
2	16.108	1688.261	27195.263	1622419.000
3	7.577	1744.232	13215.177	788393.000
4	5.967	1577.421	9412.998	561562.000
5	6.638	1591.134	10561.659	630089.000
6	7.945	1549.074	12307.808	734261.000
7	7.359	1566.399	11526.489	687649.000
8	65.406	1653.889	108174.244	6453475.000
9	10.845	1562.136	16941.559	1010702.000
10	11.834	1673.908	19809.180	1181779.000
11	14.835	1553.001	23038.027	1374406.000
12	7.442	1532.637	11406.506	680491.000
13	5.582	1515.096	8456.967	504527.000
14	33.608	1646.600	55339.164	3301432.000
15	11.968	1534.829	18369.126	1095868.000
16	10.460	1569.513	16416.467	979376.000
17	9.487	1581.951	15008.579	895384.000
18	11.901	1528.883	18195.453	1085507.000
19	10.979	1534.600	16848.713	1005163.000
20	7.711	1499.039	11558.488	689558.000
21	6.889	1534.951	10574.666	630865.000
22	9.605	1631.248	15667.684	934705.000
23	14.868	1651.941	24561.138	1465272.000
24	8.297	1652.677	13712.712	818075.000
25	9.906	1560.788	15461.861	922426.000
26	16.410	1581.664	25955.365	1548449.000
27	25.914	1570.182	40690.184	2427501.000
28	6.671	1654.746	11039.381	658589.000
29	8.649	1519.384	13141.575	784002.000
30	9.253	1623.592	15022.642	896223.000
31	25.864	1623.695	41995.303	2505362.000
32	8.565	1585.595	13581.364	810239.000
33	13.410	1587.686	21290.453	1270149.000
34	9.571	1619.907	15504.454	924967.000
35	8.364	1510.309	12632.709	753644.000
36	7.744	1620.342	12548.127	748598.000
37	6.085	1485.072	9036.167	539081.000
