 	Area	Mean	IntDen	RawIntDen
1	12.605	457.810	5770.762	344273
2	22.294	438.359	9772.630	583017
3	9.169	460.377	4221.150	251826
4	12.018	465.047	5589.161	333439
5	6.705	433.932	2909.460	173573
6	10.007	451.704	4520.204	269667
7	28.160	462.145	13014.199	776403
8	7.627	430.191	3280.977	195737
9	15.958	445.767	7113.362	424370
10	17.902	427.459	7652.366	456526
11	8.750	437.548	3828.480	228400
12	6.353	449.734	2857.095	170449
13	93.516	457.944	42825.182	2554871
14	20.819	431.395	8981.053	535793
15	46.766	452.806	21176.135	1263329
16	10.225	453.943	4641.529	276905
17	10.443	436.535	4558.656	271961
18	14.298	436.383	6239.466	372235
19	55.701	460.255	25636.515	1529427
20	15.471	467.421	7231.703	431430
21	16.092	465.961	7498.104	447323
22	6.118	473.658	2897.928	172885
23	5.213	436.556	2275.783	135769
24	13.410	501.462	6724.480	401170
25	6.470	416.389	2694.117	160726
26	5.716	406.812	2325.298	138723
27	6.152	436.880	2687.562	160335
28	5.599	412.027	2306.760	137617
29	8.163	469.049	3828.932	228427
30	14.985	438.237	6567.150	391784
31	7.074	447.412	3164.832	188808
32	10.711	516.380	5530.963	329967
