 	Area	Mean	IntDen	RawIntDen
1	10.376	688.790	7146.735	426361.000
2	5.967	679.938	4057.417	242058.000
3	17.734	686.032	12166.352	725822.000
4	6.504	693.523	4510.482	269087.000
5	55.114	715.623	39440.866	2352969.000
6	12.639	613.664	7755.906	462703.000
7	1106.706	692.287	766158.218	45707580.000
8	7.761	660.093	5122.905	305623.000
9	8.951	673.393	6027.542	359592.000
10	6.671	694.374	4632.410	276361.000
11	11.683	663.950	7757.080	462773.000
12	52.415	713.663	37406.877	2231625.000
13	22.176	673.836	14943.223	891485.000
14	9.621	671.132	6457.291	385230.000
15	6.940	710.302	4929.167	294065.000
16	15.069	682.900	10290.749	613927.000
17	12.672	676.919	8578.057	511751.000
18	9.588	719.619	6899.678	411622.000
19	10.409	667.850	6951.859	414735.000
20	14.449	657.715	9503.312	566950.000
21	10.460	676.997	7081.112	422446.000
22	7.644	668.287	5108.087	304739.000
23	7.761	694.829	5392.491	321706.000
24	10.024	703.025	7046.967	420409.000
25	8.934	665.717	5947.670	354827.000
26	10.275	648.416	6662.610	397479.000
27	11.817	655.152	7742.145	461882.000
28	16.578	623.711	10339.744	616850.000
29	7.023	665.838	4676.411	278986.000
30	8.783	651.332	5720.895	341298.000
31	6.286	663.563	4171.031	248836.000
32	8.146	661.658	5390.144	321566.000
33	7.677	692.103	5313.323	316983.000
34	7.258	643.314	4669.186	278555.000
35	7.761	679.112	5270.512	314429.000
36	6.051	659.903	3993.168	238225.000
37	7.040	674.129	4745.940	283134.000
