 	Area	Mean	IntDen	RawIntDen
1	7.392	1432.932	10592.401	631923.000
2	7.660	1445.339	11071.748	660520.000
3	1597.971	1501.694	2399664.353	143159530.000
4	59.992	1459.505	87558.317	5223567.000
5	10.057	1428.620	14368.063	857172.000
6	16.444	1444.984	23760.862	1417529.000
7	6.621	1404.522	9299.417	554786.000
8	13.611	1455.780	19814.444	1182093.000
9	9.437	1439.416	13583.912	810391.000
10	37.447	1490.781	55824.814	3330405.000
11	29.267	1448.989	42407.200	2529935.000
12	6.001	1414.958	8490.961	506555.000
13	12.857	1493.703	19203.915	1145670.000
14	7.074	1439.126	10179.850	607311.000
15	8.733	1416.965	12374.487	738239.000
16	15.086	1431.961	21602.498	1288765.000
17	20.031	1466.372	29372.602	1752315.000
18	11.348	1396.558	15848.129	945470.000
19	11.918	1466.416	17476.607	1042622.000
20	8.532	1411.477	12042.647	718442.000
21	8.532	1454.098	12406.285	740136.000
22	5.196	1404.552	7298.433	435411.000
23	7.509	1464.837	11000.124	656247.000
24	6.805	1429.241	9726.618	580272.000
25	9.839	1397.140	13747.007	820121.000
26	9.856	1403.764	13835.713	825413.000
27	11.314	1402.173	15864.841	946467.000
28	5.833	1425.342	8314.355	496019.000
