 	Area	Mean	IntDen	RawIntDen
1	5.599	232.707	1302.823	77724
2	7.224	239.443	1729.856	103200
3	919.170	222.756	204750.424	12215031
4	12.823	239.692	3073.579	183364
5	9.940	219.616	2182.971	130232
6	8.515	239.281	2037.526	121555
7	8.750	245.364	2146.899	128080
8	10.895	241.897	2635.566	157233
9	6.219	224.693	1397.311	83361
10	109.574	245.071	26853.532	1602032
11	7.107	213.592	1518.032	90563
12	9.957	233.667	2326.556	138798
13	79.637	228.980	18235.330	1087886
14	7.275	210.613	1532.163	91406
15	6.554	234.535	1537.141	91703
16	10.460	220.668	2308.100	137697
17	8.230	233.149	1918.866	114476
18	8.264	232.519	1921.481	114632
19	5.850	236.977	1386.315	82705
20	8.767	218.925	1919.235	114498
21	7.141	218.099	1557.373	92910
22	14.600	220.594	3220.633	192137
23	88.622	223.683	19823.143	1182612
24	7.459	233.596	1742.428	103950
25	6.420	227.491	1460.471	87129
26	8.331	210.412	1752.904	104575
27	7.509	223.775	1680.424	100251
28	6.805	233.064	1586.104	94624
29	31.412	233.110	7322.520	436848
30	7.895	233.155	1840.754	109816
31	32.468	229.281	7444.365	444117
32	8.582	239.826	2058.244	122791
33	12.655	222.560	2816.598	168033
34	6.772	220.193	1491.129	88958
35	5.900	212.659	1254.749	74856
36	8.381	247.758	2076.481	123879
37	6.319	221.615	1400.463	83549
38	6.889	222.830	1535.130	91583
39	5.548	215.181	1193.886	71225
