 	Area	Mean	IntDen	RawIntDen
1	22.294	361.656	8062.654	481003.000
2	25.361	317.151	8043.327	479850.000
3	14.281	308.709	4408.786	263020.000
4	7.744	316.478	2450.847	146213.000
5	6.638	366.114	2430.196	144981.000
6	7.442	324.480	2414.909	144069.000
7	39.911	356.504	14228.316	848835.000
8	10.912	332.501	3628.306	216458.000
9	7.342	330.635	2427.464	144818.000
10	5.649	325.119	1836.547	109565.000
11	24.892	334.707	8331.469	497040.000
12	18.824	363.157	6836.032	407825.000
13	10.745	308.988	3319.932	198061.000
14	32.016	341.894	10945.999	653018.000
15	15.304	350.871	5369.677	320345.000
16	11.398	336.004	3829.871	228483.000
17	11.465	351.877	4034.386	240684.000
18	12.739	290.189	3696.796	220544.000
19	20.919	343.359	7182.791	428512.000
20	51.208	352.656	18058.942	1077363.000
21	9.772	316.465	3092.604	184499.000
22	6.185	321.743	1990.055	118723.000
23	14.483	358.672	5194.479	309893.000
24	8.683	354.502	3078.071	183632.000
25	7.996	317.549	2538.983	151471.000
26	6.856	334.560	2293.652	136835.000
27	9.689	341.292	3306.623	197267.000
28	11.868	323.311	3836.928	228904.000
29	9.219	342.385	3156.518	188312.000
30	7.325	348.563	2553.247	152322.000
31	7.442	337.340	2510.621	149779.000
32	10.728	368.344	3951.514	235740.000
