 	Area	Mean	IntDen	RawIntDen
1	21.556	268.822	5794.766	345705.000
2	12.387	282.793	3503.025	208984.000
3	9.705	273.829	2657.592	158547.000
4	9.471	309.223	2928.535	174711.000
5	46.096	289.586	13348.738	796361.000
6	8.968	273.837	2455.708	146503.000
7	9.806	271.368	2660.994	158750.000
8	15.773	268.988	4242.807	253118.000
9	12.203	272.047	3319.748	198050.000
10	12.639	279.386	3531.068	210657.000
11	12.303	305.583	3759.721	224298.000
12	7.644	262.564	2006.918	119729.000
13	17.936	274.833	4929.268	294071.000
14	20.131	301.355	6066.682	361927.000
15	29.032	284.211	8251.245	492254.000
16	12.354	259.190	3201.960	191023.000
17	5.917	257.935	1526.212	91051.000
18	8.834	273.218	2413.518	143986.000
19	138.070	299.101	41296.874	2463695.000
20	20.232	269.197	5446.381	324921.000
21	73.402	296.428	21758.252	1298057.000
22	11.700	281.532	3293.917	196509.000
23	7.660	287.092	2199.213	131201.000
24	15.304	300.912	4605.121	274733.000
25	9.085	269.386	2447.394	146007.000
26	10.661	271.214	2891.340	172492.000
27	10.108	289.980	2930.999	174858.000
28	5.934	236.133	1401.167	83591.000
29	90.348	272.840	24650.564	1470607.000
30	10.175	270.239	2749.583	164035.000
31	6.537	274.882	1796.972	107204.000
32	237.671	300.470	71412.945	4260364.000
33	7.375	280.395	2068.016	123374.000
34	11.482	272.561	3129.564	186704.000
35	9.554	270.665	2586.051	154279.000
36	12.119	310.362	3761.297	224392.000
37	9.705	276.005	2678.712	159807.000
38	12.169	273.006	3322.296	198202.000
39	12.337	300.586	3708.312	221231.000
40	8.783	286.248	2514.225	149994.000
41	12.924	256.827	3319.144	198014.000
42	7.711	254.504	1962.381	117072.000
43	7.610	281.258	2140.378	127691.000
44	11.801	277.854	3278.831	195609.000
45	6.805	265.330	1805.688	107724.000
46	7.476	276.610	2067.915	123368.000
47	8.783	242.002	2125.594	126809.000
48	8.213	257.578	2115.604	126213.000
49	7.476	279.641	2090.578	124720.000
