 	Area	Mean	IntDen	RawIntDen
1	11.046	615.056	6794.076	405322.000
2	8.247	563.829	4649.893	277404.000
3	348.318	634.042	220848.309	13175401.000
4	13.946	602.940	8408.675	501646.000
5	38.000	590.975	22456.949	1339740.000
6	9.806	549.072	5384.126	321207.000
7	10.912	553.696	6042.025	360456.000
8	138.003	586.177	80894.114	4825993.000
9	24.758	576.297	14267.808	851191.000
10	14.231	562.234	8001.204	477337.000
11	11.046	557.347	6156.611	367292.000
12	89.946	576.711	51872.764	3094633.000
13	35.653	553.198	19723.241	1176652.000
14	12.756	733.267	9353.559	558016.000
15	13.711	515.383	7066.646	421583.000
16	9.990	488.822	4883.457	291338.000
17	6.621	517.866	3428.819	204557.000
18	46.163	530.568	24492.631	1461185.000
19	54.008	570.002	30784.529	1836548.000
20	5.045	525.664	2652.194	158225.000
21	42.190	535.734	22602.814	1348442.000
22	30.038	531.271	15958.206	952037.000
23	5.079	507.624	2578.189	153810.000
