 	Area	Mean	IntDen	RawIntDen
1	8.079	246.857	1994.447	118985.000
2	17.500	266.018	4655.240	277723.000
3	9.672	264.029	2553.633	152345.000
4	30.658	264.577	8111.398	483911.000
5	52.566	245.452	12902.462	769737.000
6	10.728	272.006	2918.026	174084.000
7	29.501	259.312	7650.070	456389.000
8	21.070	255.399	5381.277	321037.000
9	10.812	285.146	3082.882	183919.000
10	15.974	287.726	4596.237	274203.000
11	9.571	257.832	2467.760	147222.000
12	31.513	265.701	8372.989	499517.000
13	14.550	247.198	3596.625	214568.000
14	40.447	244.109	9873.505	589035.000
15	14.298	222.544	3181.963	189830.000
16	10.527	261.174	2749.281	164017.000
17	9.286	253.986	2358.571	140708.000
18	6.822	235.796	1608.649	95969.000
19	17.617	254.482	4483.227	267461.000
20	25.696	234.123	6016.127	358911.000
21	11.063	285.353	3156.870	188333.000
22	9.554	252.488	2412.378	143918.000
23	33.390	267.124	8919.352	532112.000
24	10.694	226.552	2422.804	144540.000
25	23.450	272.833	6398.020	381694.000
26	12.505	261.735	3272.881	195254.000
27	9.756	245.285	2392.900	142756.000
28	10.208	246.860	2519.991	150338.000
29	25.646	255.910	6563.110	391543.000
30	21.037	273.321	5749.726	343018.000
31	37.681	261.827	9865.978	588586.000
32	13.913	248.120	3452.001	205940.000
33	22.562	270.631	6105.939	364269.000
34	10.376	258.817	2685.434	160208.000
35	42.190	265.168	11187.525	667427.000
36	13.544	219.099	2967.440	177032.000
37	8.264	233.004	1925.487	114871.000
38	13.728	239.867	3292.945	196451.000
39	7.962	221.413	1762.894	105171.000
40	9.621	236.817	2278.532	135933.000
41	13.795	251.433	3468.579	206929.000
42	13.913	286.410	3984.703	237720.000
43	23.450	251.540	5898.691	351905.000
