 	Area	Mean	IntDen	RawIntDen
1	10.745	179.273	1926.208	114914.000
2	17.634	161.573	2849.150	169975.000
3	7.744	159.145	1232.439	73525.000
4	33.256	172.229	5727.684	341703.000
5	6.705	161.445	1082.467	64578.000
6	5.129	165.843	850.647	50748.000
7	7.375	164.211	1211.117	72253.000
8	8.348	169.713	1416.688	84517.000
9	34.765	168.133	5845.103	348708.000
10	8.850	169.489	1500.047	89490.000
11	6.889	162.769	1121.356	66898.000
12	11.650	160.909	1874.547	111832.000
13	10.024	149.152	1495.068	89193.000
14	13.209	145.825	1926.141	114910.000
15	7.711	184.363	1421.549	84807.000
16	19.377	174.602	3383.276	201840.000
17	51.879	184.713	9582.715	571687.000
18	268.061	166.924	44745.808	2669452.000
19	12.555	207.892	2610.054	155711.000
20	30.289	197.695	5988.017	357234.000
21	24.506	170.867	4187.307	249807.000
22	31.127	168.263	5237.591	312465.000
23	7.224	158.831	1147.471	68456.000
24	11.901	156.682	1864.691	111244.000
25	14.097	143.346	2020.747	120554.000
26	5.096	161.734	824.146	49167.000
27	56.287	170.618	9603.634	572935.000
28	9.890	175.134	1732.018	103329.000
29	8.532	179.701	1533.202	91468.000
30	11.113	181.638	2018.601	120426.000
31	40.414	175.438	7090.096	422982.000
32	8.733	173.086	1511.579	90178.000
33	21.372	181.809	3885.572	231806.000
34	8.348	161.502	1348.148	80428.000
35	9.806	190.003	1863.149	111152.000
36	27.775	189.502	5263.388	314004.000
37	18.740	189.443	3550.177	211797.000
38	34.446	171.227	5898.121	351871.000
39	8.247	165.429	1364.290	81391.000
40	10.460	225.232	2355.839	140545.000
41	5.230	159.513	834.220	49768.000
42	9.202	160.029	1472.657	87856.000
43	60.092	161.255	9690.177	578098.000
44	10.175	178.644	1817.639	108437.000
45	40.464	178.456	7221.009	430792.000
46	8.146	175.031	1425.874	85065.000
47	30.189	175.384	5294.616	315867.000
48	7.593	161.477	1226.136	73149.000
49	10.560	155.117	1638.066	97724.000
50	14.097	164.773	2322.801	138574.000
51	5.012	148.689	745.213	44458.000
52	9.722	191.140	1858.271	110861.000
