 	Area	Mean	IntDen	RawIntDen
1	6.755	547.069	3695.539	220469.000
2	6.655	527.602	3510.971	209458.000
3	79.587	647.752	51552.489	3075526.000
4	10.543	590.658	6227.548	371524.000
5	10.795	619.615	6688.642	399032.000
6	15.019	631.881	9490.154	566165.000
7	9.420	628.198	5917.834	353047.000
8	12.790	642.512	8217.436	490237.000
9	13.074	576.264	7534.361	449486.000
10	11.683	626.043	7314.206	436352.000
11	20.081	649.807	13048.830	778469.000
12	12.957	618.831	8018.285	478356.000
13	38.251	644.105	24637.825	1469847.000
14	32.435	651.886	21143.784	1261399.000
15	8.867	597.159	5295.119	315897.000
16	35.787	603.195	21586.674	1287821.000
17	35.150	649.264	22821.795	1361506.000
18	278.956	648.227	180826.969	10787802.000
19	13.561	634.182	8599.882	513053.000
20	13.443	645.095	8672.177	517366.000
21	10.929	616.422	6736.833	401907.000
22	13.024	596.498	7768.914	463479.000
23	13.326	691.545	9215.472	549778.000
24	13.611	659.417	8975.254	535447.000
25	144.942	627.565	90960.820	5426554.000
26	20.601	607.907	12523.319	747118.000
27	28.110	636.756	17899.315	1067840.000
28	9.169	585.035	5364.129	320014.000
29	9.538	601.970	5741.395	342521.000
30	9.873	521.523	5148.953	307177.000
31	10.325	625.166	6455.145	385102.000
32	25.881	628.198	16258.265	969938.000
33	11.013	588.813	6484.445	386850.000
34	12.773	584.455	7465.116	445355.000
35	9.286	591.410	5491.974	327641.000
36	14.868	559.242	8314.841	496048.000
37	16.393	600.981	9852.116	587759.000
38	7.023	582.234	4089.232	243956.000
39	11.683	568.769	6645.061	396432.000
40	6.018	511.610	3078.674	183668.000
