 	Area	Mean	IntDen	RawIntDen
1	5.917	253.788	1501.673	89587.000
2	7.778	257.052	1999.258	119272.000
3	10.258	248.791	2552.208	152260.000
4	11.164	245.998	2746.230	163835.000
5	9.940	228.870	2274.962	135720.000
6	32.569	256.841	8365.027	499042.000
7	7.107	230.113	1635.451	97568.000
8	125.314	270.260	33867.377	2020465.000
9	7.778	276.700	2152.078	128389.000
10	75.497	253.431	19133.196	1141451.000
11	10.694	256.379	2741.788	163570.000
12	11.030	285.307	3146.796	187732.000
13	26.451	278.294	7361.073	439148.000
14	7.224	268.668	1940.992	115796.000
15	17.600	263.717	4641.495	276903.000
16	18.388	274.971	5056.191	301643.000
17	207.046	277.869	57531.840	3432243.000
18	217.875	251.821	54865.381	3273167.000
19	9.303	249.692	2322.885	138579.000
20	22.847	259.690	5933.104	353958.000
21	6.923	263.102	1821.394	108661.000
22	12.655	258.028	3265.455	194811.000
23	11.231	256.216	2877.478	171665.000
24	10.325	235.049	2426.995	144790.000
25	6.353	239.409	1520.932	90736.000
26	38.654	253.838	9811.736	585350.000
27	8.515	246.002	2094.752	124969.000
28	9.487	268.180	2544.330	151790.000
29	21.020	264.071	5550.709	331145.000
30	14.298	275.896	3944.792	235339.000
31	10.711	302.088	3235.669	193034.000
32	9.890	262.673	2597.751	154977.000
33	40.967	251.731	10312.590	615230.000
34	70.418	259.027	18240.157	1088174.000
35	8.951	237.481	2125.695	126815.000
36	26.769	257.162	6884.005	410687.000
37	16.913	240.559	4068.581	242724.000
38	6.621	240.033	1589.272	94813.000
39	10.728	239.766	2572.155	153450.000
40	12.287	275.589	3386.076	202007.000
41	27.054	244.107	6604.094	393988.000
42	6.336	239.802	1519.407	90645.000
43	6.185	249.192	1541.315	91952.000
