 	Area	Mean	IntDen	RawIntDen
1	8.683	153.029	1328.720	79269.000
2	276.777	150.988	41789.933	2493110.000
3	10.946	142.029	1554.607	92745.000
4	9.303	163.151	1517.798	90549.000
5	9.605	143.801	1381.169	82398.000
6	32.636	152.748	4985.069	297400.000
7	14.868	172.490	2564.595	152999.000
8	20.634	132.189	2727.624	162725.000
9	12.840	136.991	1758.938	104935.000
10	67.719	139.248	9429.760	562562.000
11	6.219	129.733	806.780	48131.000
12	10.443	149.112	1557.155	92897.000
13	30.675	145.827	4473.203	266863.000
14	5.330	117.481	626.218	37359.000
15	117.922	154.642	18235.615	1087903.000
16	126.571	148.992	18858.145	1125042.000
17	20.282	138.340	2805.853	167392.000
18	24.288	152.239	3697.651	220595.000
19	23.869	141.424	3375.700	201388.000
20	16.712	132.089	2207.460	131693.000
21	17.399	132.710	2309.039	137753.000
