 	Area	Mean	IntDen	RawIntDen
1	33.273	550.238	18308.011	1092222.000
2	167.655	595.767	99883.457	5958862.000
3	9.789	572.154	5600.878	334138.000
4	21.003	620.683	13036.208	777716.000
5	30.725	600.098	18438.035	1099979.000
6	17.181	521.993	8968.482	535043.000
7	31.563	574.996	18148.703	1082718.000
8	19.511	572.451	11169.187	666333.000
9	54.360	620.267	33717.540	2011526.000
10	13.527	504.357	6822.471	407016.000
11	29.904	539.655	16137.695	962745.000
12	52.818	568.912	30048.586	1792643.000
13	48.577	587.835	28555.144	1703547.000
14	12.857	504.741	6489.239	387136.000
15	12.052	578.204	6968.520	415729.000
16	21.724	545.310	11846.194	706722.000
17	8.985	538.340	4836.724	288550.000
18	15.036	584.485	8788.121	524283.000
19	38.871	519.706	20201.750	1205199.000
20	19.092	576.478	11006.192	656609.000
21	20.299	520.282	10561.206	630062.000
22	15.086	577.557	8712.993	519801.000
23	106.876	540.040	57717.096	3443295.000
24	13.276	515.520	6843.860	408292.000
25	9.806	511.415	5014.872	299178.000
26	21.171	525.217	11119.169	663349.000
27	9.437	558.247	5268.233	314293.000
28	10.745	549.903	5908.464	352488.000
29	11.314	508.015	5747.916	342910.000
30	5.314	478.650	2543.358	151732.000
31	7.191	454.928	3271.372	195164.000
