 	Area	Mean	IntDen	RawIntDen
1	9.923	187.659	1862.176	111094.000
2	7.543	200.924	1515.568	90416.000
3	109.356	218.190	23860.496	1423473.000
4	29.988	194.274	5825.793	347556.000
5	9.890	187.897	1858.237	110859.000
6	9.722	190.657	1853.578	110581.000
7	11.851	206.161	2443.187	145756.000
8	41.252	222.303	9170.382	547088.000
9	16.695	205.323	3427.897	204502.000
10	8.431	192.268	1621.086	96711.000
11	13.862	207.376	2874.712	171500.000
12	10.728	197.706	2120.951	126532.000
13	21.472	201.847	4334.127	258566.000
14	12.370	212.049	2623.145	156492.000
15	52.248	223.395	11671.884	696323.000
16	20.584	193.382	3980.563	237473.000
17	24.339	205.937	5012.241	299021.000
18	20.567	197.486	4061.725	242315.000
19	13.426	240.976	3235.468	193022.000
20	20.416	213.188	4352.515	259663.000
21	12.521	205.996	2579.346	153879.000
22	18.472	206.407	3812.723	227460.000
23	6.453	191.223	1234.048	73621.000
24	11.013	209.457	2306.692	137613.000
25	21.355	200.588	4283.556	255549.000
26	16.578	194.241	3220.080	192104.000
27	10.594	185.682	1967.057	117351.000
28	8.582	184.113	1580.103	94266.000
29	5.515	193.474	1066.962	63653.000
30	8.297	202.820	1682.855	100396.000
31	10.108	206.058	2082.750	124253.000
32	6.688	186.531	1247.541	74426.000
