 	Area	Mean	IntDen	RawIntDen
1	27.926	118.833	3318.507	197976.000
2	9.789	108.387	1061.012	63298.000
3	12.488	111.670	1394.512	83194.000
4	226.842	115.242	26141.861	1559575.000
5	21.372	108.542	2319.733	138391.000
6	14.818	114.144	1691.353	100903.000
7	9.990	101.453	1013.541	60466.000
8	32.871	100.582	3306.187	197241.000
9	10.225	126.741	1295.917	77312.000
10	10.812	109.650	1185.488	70724.000
11	5.129	99.533	510.525	30457.000
12	8.180	136.209	1114.181	66470.000
13	13.175	109.233	1439.150	85857.000
14	18.841	102.488	1930.952	115197.000
15	12.136	136.247	1653.471	98643.000
16	8.817	95.238	839.701	50095.000
17	13.711	104.142	1427.936	85188.000
18	233.966	127.427	29813.715	1778631.000
19	18.405	101.699	1871.764	111666.000
20	14.432	94.898	1369.587	81707.000
21	27.339	110.433	3019.135	180116.000
22	27.071	109.229	2956.931	176405.000
23	9.789	120.668	1181.230	70470.000
24	17.936	119.254	2138.886	127602.000
25	9.085	106.720	969.557	57842.000
26	27.222	124.544	3390.300	202259.000
27	12.320	134.566	1657.879	98906.000
28	18.438	136.139	2510.185	149753.000
29	11.935	101.794	1214.872	72477.000
30	14.767	104.268	1539.773	91860.000
31	7.996	118.109	944.347	56338.000
32	9.052	105.922	958.763	57198.000
33	8.666	105.091	910.722	54332.000
34	11.985	109.838	1316.400	78534.000
35	6.085	100.460	611.266	36467.000
36	7.124	96.729	689.093	41110.000
37	15.404	110.902	1708.384	101919.000
38	31.798	114.609	3644.330	217414.000
39	17.332	107.482	1862.881	111136.000
40	8.264	107.181	885.713	52840.000
41	12.303	107.703	1325.117	79054.000
42	8.515	105.228	896.039	53456.000
43	7.895	101.669	802.673	47886.000
44	9.655	107.448	1037.411	61890.000
45	5.532	97.864	541.334	32295.000
46	8.314	100.093	832.175	49646.000
