 	Area	Mean	IntDen	RawIntDen
1	18.841	280.467	5284.190	315245.000
2	10.828	267.008	2891.256	172487.000
3	8.985	278.382	2501.134	149213.000
4	79.335	261.131	20716.919	1235933.000
5	18.405	276.101	5081.603	303159.000
6	12.555	272.355	3419.382	203994.000
7	17.835	278.824	4972.816	296669.000
8	41.989	265.141	11133.048	664177.000
9	21.858	271.346	5931.042	353835.000
10	8.431	244.278	2059.601	122872.000
11	18.539	274.697	5092.599	303815.000
12	22.411	282.325	6327.199	377469.000
13	14.801	281.368	4164.528	248448.000
14	59.606	267.146	15923.592	949972.000
15	24.154	275.798	6661.705	397425.000
16	41.721	296.731	12379.935	738564.000
17	6.370	262.005	1668.875	99562.000
18	19.310	255.639	4936.392	294496.000
19	9.471	277.719	2630.169	156911.000
20	9.337	241.862	2258.149	134717.000
21	9.152	279.996	2562.567	152878.000
22	15.203	255.881	3890.231	232084.000
23	19.226	269.943	5189.987	309625.000
24	5.196	241.987	1257.431	75016.000
25	5.565	236.518	1316.233	78524.000
26	13.142	255.193	3353.624	200071.000
27	35.972	256.658	9232.402	550788.000
28	12.873	277.461	3571.851	213090.000
29	9.001	267.661	2409.294	143734.000
30	5.984	257.871	1543.125	92060.000
31	12.622	243.267	3070.494	183180.000
32	5.532	257.727	1425.623	85050.000
