 	Area	Mean	IntDen	RawIntDen
1	9.923	124.520	1235.640	73716.000
2	14.801	101.172	1497.448	89335.000
3	19.830	111.743	2215.825	132192.000
4	6.168	118.639	731.820	43659.000
5	40.581	105.493	4281.025	255398.000
6	5.146	115.834	596.080	35561.000
7	7.677	105.668	811.222	48396.000
8	138.875	120.749	16768.958	1000405.000
9	10.996	120.084	1320.440	78775.000
10	9.370	109.871	1029.499	61418.000
11	18.539	106.035	1965.783	117275.000
12	7.174	96.787	694.373	41425.000
13	21.405	108.117	2314.286	138066.000
14	14.985	91.728	1374.582	82005.000
15	6.286	105.160	661.016	39435.000
16	10.510	109.470	1150.522	68638.000
17	57.578	118.258	6809.062	406216.000
18	12.505	120.673	1508.964	90022.000
19	11.817	108.366	1280.596	76398.000
20	200.325	124.917	25023.992	1492885.000
21	54.511	112.619	6138.910	366236.000
22	9.504	105.566	1003.316	59856.000
23	11.013	117.813	1297.442	77403.000
24	8.867	103.533	918.047	54769.000
25	7.711	97.417	751.146	44812.000
26	9.839	105.521	1038.266	61941.000
27	15.639	113.695	1778.081	106077.000
28	7.895	102.779	811.440	48409.000
29	8.549	103.539	885.126	52805.000
30	28.026	107.873	3023.292	180364.000
31	6.336	97.122	615.373	36712.000
32	5.129	108.431	556.169	33180.000
33	17.215	108.457	1867.054	111385.000
34	14.415	102.263	1474.166	87946.000
35	5.330	101.994	543.664	32434.000
