 	Area	Mean	IntDen	RawIntDen
1	9.018	675.383	6090.635	363356.000
2	12.505	663.891	8301.683	495263.000
3	8.096	575.288	4657.604	277864.000
4	12.404	705.103	8746.098	521776.000
5	26.250	650.481	17074.835	1018653.000
6	10.778	600.636	6473.701	386209.000
7	6.856	547.707	3754.927	224012.000
8	11.030	712.783	7861.642	469011.000
9	8.281	645.158	5342.238	318708.000
10	14.449	702.222	10146.393	605315.000
11	13.393	636.178	8520.311	508306.000
12	13.879	728.128	10105.745	602890.000
13	162.895	690.640	112501.683	6711642.000
14	33.407	725.330	24231.091	1445582.000
15	17.131	734.158	12576.807	750309.000
16	12.069	576.021	6951.859	414735.000
17	11.482	654.019	7509.502	448003.000
18	24.272	657.164	15950.428	951573.000
19	23.936	640.779	15337.922	915032.000
20	11.046	598.393	6610.011	394341.000
21	9.605	669.063	6426.163	383373.000
22	33.793	645.020	21796.872	1300361.000
23	21.338	619.279	13214.322	788342.000
24	10.074	634.240	6389.370	381178.000
25	15.790	711.959	11241.801	670665.000
26	34.044	664.069	22607.557	1348725.000
27	10.795	601.963	6498.090	387664.000
28	12.857	621.799	7994.214	476920.000
29	5.733	575.635	3299.918	196867.000
30	9.638	593.207	5717.476	341094.000
31	6.940	650.408	4513.533	269269.000
