 	Area	Mean	IntDen	RawIntDen
1	16.611	674.638	11206.617	668566.000
2	77.827	636.448	49532.664	2955027.000
3	8.783	646.284	5676.559	338653.000
4	8.716	686.325	5982.234	356889.000
5	13.745	632.484	8693.481	518637.000
6	26.954	619.030	16685.064	995400.000
7	25.579	648.759	16594.649	990006.000
8	6.872	658.685	4526.808	270061.000
9	12.086	751.245	9079.196	541648.000
10	13.443	684.138	9197.051	548679.000
11	13.745	628.357	8636.758	515253.000
12	15.958	663.764	10592.065	631903.000
13	15.572	649.101	10107.840	603015.000
14	22.646	705.063	15966.637	952540.000
15	177.763	704.926	125309.674	7475743.000
16	69.529	679.216	47225.536	2817388.000
17	17.868	691.484	12355.764	737122.000
18	12.002	776.672	9321.392	556097.000
19	17.852	655.017	11693.172	697593.000
20	6.923	639.743	4428.800	264214.000
21	153.391	674.654	103485.580	6173758.000
22	6.671	588.656	3927.125	234285.000
23	21.506	698.571	15023.363	896266.000
24	11.398	727.444	8291.608	494662.000
25	14.851	591.582	8785.757	524142.000
26	8.532	712.411	6078.248	362617.000
27	11.935	653.490	7799.186	465285.000
28	40.447	688.472	27846.725	1661284.000
29	7.174	635.416	4558.606	271958.000
30	8.565	694.955	5952.615	355122.000
31	7.744	590.121	4569.971	272636.000
32	6.319	615.448	3889.226	232024.000
33	8.096	605.812	4904.728	292607.000
34	5.381	596.502	3209.570	191477.000
35	10.460	616.016	6443.278	384394.000
36	7.996	620.870	4964.200	296155.000
37	12.940	687.977	8902.690	531118.000
38	5.280	576.311	3042.971	181538.000
39	9.102	711.558	6476.500	386376.000
40	14.600	592.005	8643.178	515636.000
41	9.370	584.411	5475.966	326686.000
42	12.052	596.862	7193.385	429144.000
43	10.694	583.839	6243.724	372489.000
44	7.342	601.121	4413.328	263291.000
45	7.442	613.637	4566.937	272455.000
