 	Area	Mean	IntDen	RawIntDen
1	23.115	692.914	16016.739	955529.000
2	7.543	580.764	4380.693	261344.000
3	75.078	625.751	46979.987	2802739.000
4	8.834	568.552	5022.399	299627.000
5	40.799	634.864	25901.877	1545258.000
6	28.026	662.621	18570.858	1107903.000
7	60.679	655.914	39800.213	2374407.000
8	10.627	691.620	7349.994	438487.000
9	12.287	668.083	8208.518	489705.000
10	8.113	688.504	5585.758	333236.000
11	41.386	665.193	27529.534	1642361.000
12	7.493	532.823	3992.280	238172.000
13	8.867	657.824	5833.051	347989.000
14	9.018	666.738	6012.674	358705.000
15	12.203	625.688	7635.185	455501.000
16	20.718	643.309	13328.104	795130.000
17	19.008	647.984	12317.077	734814.000
18	10.493	671.230	7043.296	420190.000
19	9.404	646.353	6078.030	362604.000
20	11.164	588.932	6574.609	392229.000
21	7.476	620.094	4635.779	276562.000
22	62.372	664.596	41452.226	2472963.000
23	7.375	601.264	4434.533	264556.000
24	36.324	633.953	23027.483	1373777.000
25	11.113	667.332	7416.271	442441.000
26	16.142	642.768	10375.548	618986.000
27	13.410	609.485	8173.033	487588.000
28	10.359	634.264	6570.352	391975.000
29	11.499	613.602	7055.717	420931.000
30	26.467	617.374	16340.316	974833.000
31	9.923	571.610	5672.201	338393.000
32	7.677	652.993	5013.079	299071.000
33	11.080	623.160	6904.489	411909.000
34	9.504	595.039	5655.338	337387.000
35	9.856	615.592	6067.369	361968.000
