 	Area	Mean	IntDen	RawIntDen
1	48.292	663.868	32059.393	1912604.000
2	11.650	659.725	7685.606	458509.000
3	19.209	639.033	12275.473	732332.000
4	9.504	653.088	6207.048	370301.000
5	26.367	619.336	16329.957	974215.000
6	18.757	633.792	11887.949	709213.000
7	19.327	668.425	12918.504	770694.000
8	22.495	598.346	13459.687	802980.000
9	77.274	686.058	53014.184	3162728.000
10	64.685	680.423	44013.284	2625751.000
11	12.270	656.260	8052.245	480382.000
12	12.622	689.571	8703.706	519247.000
13	11.164	656.296	7326.627	437093.000
14	789.750	683.245	539592.869	32191111.000
15	13.309	730.366	9720.567	579911.000
16	12.739	695.267	8857.181	528403.000
17	12.991	544.035	7067.383	421627.000
18	10.258	621.979	6380.537	380651.000
19	15.974	641.382	10245.658	611237.000
20	16.175	638.221	10323.535	615883.000
21	23.735	610.013	14478.810	863779.000
22	10.627	663.984	7056.304	420966.000
23	58.768	617.857	36310.313	2166206.000
24	18.958	601.367	11400.723	680146.000
25	10.225	571.392	5842.438	348549.000
26	10.225	659.687	6745.248	402409.000
27	14.935	559.501	8356.193	498515.000
28	11.549	639.491	7385.563	440609.000
29	7.761	564.283	4379.335	261263.000
30	11.046	561.360	6200.930	369936.000
31	11.817	595.343	7035.368	419717.000
32	6.420	549.982	3530.834	210643.000
33	22.528	532.546	11997.389	715742.000
34	12.605	614.105	7740.887	461807.000
35	13.879	599.354	8318.478	496265.000
36	6.437	550.091	3540.757	211235.000
37	6.051	540.222	3268.958	195020.000
38	10.309	609.589	6284.087	374897.000
