 	Area	Mean	IntDen	RawIntDen
1	10.862	633.384	6879.748	410433.000
2	14.248	670.721	9556.331	570113.000
3	8.700	630.520	5485.252	327240.000
4	32.871	674.811	22181.463	1323305.000
5	13.242	592.892	7851.149	468385.000
6	24.054	622.916	14983.452	893885.000
7	61.467	628.982	38661.576	2306478.000
8	22.143	654.499	14492.455	864593.000
9	15.488	624.854	9677.890	577365.000
10	9.571	564.848	5406.269	322528.000
11	11.130	620.657	6907.958	412116.000
12	93.818	632.210	59312.636	3538482.000
13	10.594	588.013	6229.225	371624.000
14	183.998	651.357	119848.576	7149944.000
15	10.895	657.554	7164.319	427410.000
16	18.891	609.104	11506.559	686460.000
17	21.355	648.441	13847.463	826114.000
18	10.711	637.344	6826.612	407263.000
19	7.107	525.705	3736.271	222899.000
20	11.164	688.344	7684.399	458437.000
21	8.901	607.371	5406.034	322514.000
22	17.617	791.367	13941.549	831727.000
23	21.757	613.994	13358.846	796964.000
24	11.080	591.458	6553.237	390954.000
25	37.530	636.172	23875.834	1424388.000
26	14.415	644.920	9296.819	554631.000
27	45.325	609.999	27648.160	1649438.000
28	49.080	682.099	33477.188	1997187.000
29	89.158	625.981	55811.203	3329593.000
30	14.063	611.063	8593.663	512682.000
31	19.662	603.546	11866.929	707959.000
32	27.875	650.262	18126.376	1081386.000
33	12.136	609.894	7401.554	441563.000
34	9.722	599.597	5829.313	347766.000
35	23.685	593.247	14051.023	838258.000
36	10.242	573.630	5874.939	350488.000
37	26.954	570.711	15382.710	917704.000
38	9.253	568.121	5256.667	313603.000
39	12.270	549.725	6745.080	402399.000
40	16.444	577.700	9499.524	566724.000
41	10.694	551.647	5899.462	351951.000
42	12.119	620.506	7519.945	448626.000
43	9.873	537.154	5303.282	316384.000
44	7.778	544.377	4233.973	252591.000
45	11.147	579.039	6454.458	385061.000
46	10.057	593.972	5973.752	356383.000
47	6.722	560.556	3767.851	224783.000
