"time"	"unit"	"mean"	"sd"	"sem"
"1"	0	"A"	7.57810656584213	0.0640146608608881	0.032007330430444
"2"	10	"A"	7.52752700693911	0.144083954089442	0.0720419770447208
"3"	20	"A"	7.59500449388448	0.0683721938411665	0.0341860969205832
"4"	30	"A"	7.59683068645717	0.0299946649419238	0.0149973324709619
"5"	40	"A"	7.60630774233596	0.0406126895564817	0.0203063447782409
"6"	50	"A"	7.60528462513772	0.0471015023100317	0.0235507511550159
"7"	60	"A"	7.61883623152445	0.0763485874632664	0.0381742937316332
"8"	70	"A"	6.26471999895886	0.0231987458147832	0.0115993729073916
"9"	80	"A"	6.23472076747245	0.0202913388687365	0.0101456694343682
"10"	90	"A"	6.25022213933501	0.0356884144518132	0.0178442072259066
"11"	100	"A"	6.27015404618128	0.0325040221020414	0.0162520110510207
"12"	110	"A"	6.27274542350028	0.0330890862585431	0.0165445431292716
"13"	120	"A"	6.82084536289953	0.507216580638082	0.253608290319041
"14"	130	"A"	7.62614899199673	0.0603448948765096	0.0301724474382548
"15"	140	"A"	7.60258016178002	0.0302500612632204	0.0151250306316102
"16"	150	"A"	7.63793265974776	0.0473314327141587	0.0236657163570794
"17"	160	"A"	7.60934186957119	0.158514406802477	0.0792572034012383
"18"	170	"A"	7.66985490218674	0.0562044163068531	0.0281022081534266
"19"	180	"A"	7.66597470311066	0.0415816741874542	0.0207908370937271
"20"	190	"A"	7.66032717919296	0.0493459366078277	0.0246729683039139
"21"	200	"A"	7.66015208044985	0.0704322435851247	0.0352161217925624
