"time"	"unit"	"mean"	"sd"	"sem"
"31"	0	"A"	7.54830181659583	0.130653909090734	0.0653269545453669
"32"	10	"A"	7.54719491342728	0.132223540453236	0.066111770226618
"33"	20	"A"	7.53716753832516	0.119670386905435	0.0598351934527174
"34"	30	"A"	7.49972688107764	0.182208800837644	0.091104400418822
"35"	40	"A"	7.48932843203317	0.164257179255148	0.0821285896275739
"36"	50	"A"	7.50851623601177	0.13927437637001	0.0696371881850052
"37"	60	"A"	7.17971576688993	0.321273762676186	0.160636881338093
"38"	70	"A"	5.73113420384104	0.184030334102193	0.0920151670510965
"39"	80	"A"	5.67689555891767	0.195057454793028	0.0975287273965139
"40"	90	"A"	5.69564683748569	0.177843019205501	0.0889215096027504
"41"	100	"A"	5.7157848311258	0.187856712303691	0.0939283561518455
"42"	110	"A"	5.72244314843838	0.186513443923165	0.0932567219615827
"43"	120	"A"	5.97282259903908	0.399258525844854	0.199629262922427
"44"	130	"A"	7.41303150944504	0.154691014438806	0.0773455072194029
"45"	140	"A"	7.42686203869601	0.124449888039633	0.0622249440198165
"46"	150	"A"	7.44139184086002	0.129268820414737	0.0646344102073683
"47"	160	"A"	7.47742999712573	0.127229454507977	0.0636147272539887
"48"	170	"A"	7.50713944573472	0.128589252789215	0.0642946263946073
"49"	180	"A"	7.52075069260606	0.107157688157312	0.0535788440786562
"50"	190	"A"	7.52437380888695	0.114855051950512	0.0574275259752558
"51"	200	"A"	7.52629330136791	0.108289987399162	0.0541449936995812
