"time"	"unit"	"mean"	"sd"	"sem"
"1"	0	"D"	7.69950235969412	0.127491595799966	0.0637457978999831
"2"	10	"D"	7.64894656686152	0.127770216643881	0.0638851083219405
"3"	20	"D"	7.66658677605759	0.0911845459366757	0.0455922729683379
"4"	30	"D"	7.63147799256296	0.0792682994535492	0.0396341497267746
"5"	40	"D"	7.66398528871448	0.0523690565390606	0.0261845282695303
"6"	50	"D"	7.67130594602459	0.0519586558194802	0.0259793279097401
"7"	60	"D"	6.65641253754476	0.33062123849742	0.16531061924871
"8"	70	"D"	6.4274158458959	0.0905186294512474	0.0452593147256237
"9"	80	"D"	6.41715220431073	0.0803496357424706	0.0401748178712353
"10"	90	"D"	6.40089149951783	0.0339648805998145	0.0169824402999072
"11"	100	"D"	6.40165771217938	0.0405896629833246	0.0202948314916623
"12"	110	"D"	6.41030068356338	0.0386393358842369	0.0193196679421184
"13"	120	"D"	7.39656200865254	0.360412267175235	0.180206133587618
"14"	130	"D"	7.59369280026507	0.218737751484	0.109368875742
"15"	140	"D"	7.57722258088638	0.123191725037196	0.0615958625185979
"16"	150	"D"	7.6124140447624	0.0629023602500606	0.0314511801250303
"17"	160	"D"	7.64000023393869	0.0507742637441494	0.0253871318720747
"18"	170	"D"	7.6560391741936	0.0666055546168333	0.0333027773084166
"19"	180	"D"	7.62775927129424	0.0611985649535277	0.0305992824767639
"20"	190	"D"	7.64615648965568	0.0628362624924767	0.0314181312462384
"21"	200	"D"	7.59533075350323	0.0851849726833793	0.0425924863416897
