"time"	"unit"	"mean"	"sd"	"sem"
"1"	0	"D"	8.004706456342	0.0912000807442472	0.0456000403721236
"2"	10	"D"	7.95939008598851	0.098363747554803	0.0491818737774015
"3"	20	"D"	7.97412928140745	0.0676507977181327	0.0338253988590664
"4"	30	"D"	7.93714627895293	0.0706215966929977	0.0353107983464989
"5"	40	"D"	7.95535305848951	0.0426885787426274	0.0213442893713137
"6"	50	"D"	7.95977649881813	0.0345061793093341	0.0172530896546671
"7"	60	"D"	6.88634418921216	0.309808951842135	0.154904475921067
"8"	70	"D"	6.64269642859058	0.0487100575984889	0.0243550287992444
"9"	80	"D"	6.61585362239186	0.0459514754283738	0.0229757377141869
"10"	90	"D"	6.58920968800354	0.0147277813953955	0.00736389069769775
"11"	100	"D"	6.58107235115881	0.015760378710981	0.00788018935549048
"12"	110	"D"	6.58076523583848	0.0184600802967549	0.00923004014837743
"13"	120	"D"	7.59262921392654	0.401794390028934	0.200897195014467
"14"	130	"D"	7.80406345607489	0.260701697252347	0.130350848626174
"15"	140	"D"	7.79517165401477	0.159913166226063	0.0799565831130317
"16"	150	"D"	7.83517162772576	0.0991560019984148	0.0495780009992074
"17"	160	"D"	7.86724782162886	0.0633484865350807	0.0316742432675404
"18"	170	"D"	7.88811526378273	0.0770759569144707	0.0385379784572354
"19"	180	"D"	7.86434380439153	0.0558784749927317	0.0279392374963659
"20"	190	"D"	7.88221668338806	0.0586584875774079	0.029329243788704
"21"	200	"D"	7.8373362295268	0.0741536672770496	0.0370768336385248
