 	Area	Mean
1	25.51	1283.68
2	1455.69	1399.70
3	20.04	1248.39
4	90.88	1545.93
5	49.28	1303.56
6	19.49	1454.38
7	5.19	1365.15
8	6.80	1425.25
9	17.56	1829.21
10	16.32	1566.50
11	15.03	1754.75
12	15.77	1099.39
13	8.92	1360.46
14	23.08	1477.98
15	11.08	1363.55
16	33.60	1719.12
17	25.97	1258.12
18	18.89	1281.44
19	23.54	1834.39
20	11.35	1245.01
21	6.62	1118.06
22	82.42	1482.98
23	22.57	1333.05
24	7.81	1218.38
25	40.54	1456.11
26	21.51	1243.96
27	13.93	1114.15
28	20.04	1379.49
29	32.87	1280.72
30	18.43	1483.96
31	22.52	1399.73
32	10.39	1361.37
33	39.85	1227.34
34	46.52	1475.00
35	7.40	1320.70
36	7.91	1124.10
37	79.89	1576.12
38	29.65	1144.18
39	16.64	1347.55
40	20.82	1099.42
41	27.58	1282.12
42	21.01	1132.30
43	11.40	1447.67
44	32.41	1270.08
45	27.72	1313.53
46	15.86	1215.32
47	5.84	1250.65
48	41.46	1448.49
49	136.29	1309.22
50	10.16	1037.57
51	7.17	1081.04
52	31.72	1713.16
53	20.27	1596.92
54	28.87	1299.11
55	29.74	1145.47
56	128.66	1209.11
57	96.76	1249.43
58	42.80	1284.63
59	14.80	1207.51
60	32.32	1175.84
61	45.09	1035.95
62	108.35	1252.13
63	13.42	999.69
64	7.12	916.39
65	11.17	586.44
66	21.74	1189.16
67	29.83	1825.40
68	52.63	1290.88
69	8.60	950.95
70	84.90	1317.81
71	48.77	1226.25
72	36.22	964.48
73	28.68	1211.17
74	31.86	1309.80
75	44.59	1151.54
76	7.26	1197.93
77	28.41	1945.49
78	27.95	922.24
79	39.58	1082.20
80	30.06	1100.68
81	277.55	1233.35
82	7.35	1399.06
83	94.14	1164.01
84	19.17	1339.57
85	16.46	980.12
86	19.54	1111.21
87	28.22	1064.33
88	5.79	909.53
89	109.08	1340.64
90	26.43	1159.94
91	8.64	977.77
92	35.67	1125.89
93	10.11	997.51
94	29.88	1178.15
95	32.96	1158.49
96	35.35	1373.79
97	107.01	1205.58
98	10.71	960.62
99	24.50	1022.53
100	7.17	903.96
101	41.60	1325.41
102	7.81	1117.08
103	29.79	1173.81
104	57.51	1223.82
105	24.78	955.27
106	41.92	1256.77
107	7.08	842.79
108	9.79	1204.10
109	7.72	872.82
110	6.48	952.63
