 	Area	Mean
1	15.03	556.25
2	31.49	424.29
3	9.42	391.77
4	267.81	442.59
5	26.20	527.56
6	12.78	481.34
7	19.31	497.67
8	19.67	408.24
9	5.75	360.84
10	7.35	401.85
11	12.55	301.24
12	31.76	456.29
13	11.26	421.59
14	90.00	390.47
15	27.44	382.70
16	7.35	433.17
17	154.77	408.30
18	13.61	374.98
19	47.30	473.68
20	10.11	418.63
21	14.02	493.50
22	31.76	408.52
23	94.05	442.58
24	15.67	372.33
25	6.57	425.68
26	6.48	388.16
27	13.10	531.20
28	14.80	462.57
29	10.34	550.51
30	24.45	431.73
31	42.47	410.39
32	19.58	433.58
33	19.90	469.58
34	62.93	434.63
35	24.78	442.65
36	420.51	462.64
37	12.87	372.15
38	8.78	334.92
39	18.30	424.99
40	7.49	364.47
41	16.96	412.35
42	212.05	421.28
43	20.96	398.19
44	13.70	475.80
45	19.77	390.43
46	29.01	426.35
47	12.73	499.14
48	22.71	472.80
49	63.76	413.35
50	13.51	343.00
51	6.16	363.67
52	15.86	372.74
53	26.02	431.77
54	16.41	423.19
55	23.58	507.08
56	19.12	426.80
57	23.21	494.12
58	25.65	337.50
59	52.17	354.83
60	22.11	482.95
61	28.59	565.41
62	271.80	404.73
63	812.43	406.85
64	10.99	384.28
65	50.15	435.28
66	57.78	380.56
67	18.89	477.40
68	17.79	490.00
69	79.52	482.04
70	11.31	424.35
71	32.59	333.74
72	27.35	405.35
73	278.10	370.30
74	7.26	353.97
75	9.24	343.42
76	25.88	374.94
77	70.38	379.80
78	13.28	354.23
79	11.40	420.18
80	18.98	366.39
81	41.97	424.74
82	21.65	318.14
83	14.20	420.21
84	46.15	326.70
85	63.11	371.84
86	89.45	387.73
87	21.56	333.91
88	14.16	447.23
89	94.05	408.42
90	18.48	465.89
91	40.27	339.69
92	32.77	494.31
93	15.31	470.08
94	7.81	364.88
95	25.60	412.31
96	29.65	361.91
97	30.20	344.38
98	5.79	306.25
99	23.90	387.23
100	28.04	312.64
101	28.13	312.27
102	22.29	355.78
103	15.31	382.72
104	12.78	296.06
105	15.58	267.81
106	14.43	403.59
107	13.79	383.94
108	14.30	284.69
109	11.77	366.99
110	11.12	451.62
111	10.02	415.04
