 	Area	Mean
1	8.23	11774.05
2	100.12	12637.47
3	5.29	11183.86
4	35.35	12629.45
5	30.80	12990.10
6	13.51	12545.69
7	7.68	11593.74
8	5.52	10997.64
9	15.35	12294.90
10	21.19	11107.28
11	17.84	12458.21
12	13.79	11198.57
13	32.13	12542.96
14	16.92	11804.55
15	16.41	11834.52
16	16.09	12335.59
17	15.03	11787.40
18	28.18	13335.75
19	19.40	12350.81
20	34.34	11583.82
21	1006.87	11567.16
22	169.80	12071.68
23	23.54	11776.68
24	15.26	11160.22
25	15.35	10549.42
26	5.24	11054.93
27	21.28	12003.20
28	15.95	10760.35
29	25.28	11172.34
30	32.82	11943.75
31	142.59	11603.31
32	30.38	12465.88
33	5.06	10123.39
34	65.87	11813.82
35	37.69	12875.54
36	13.28	10844.90
37	5.06	10390.46
38	13.38	10486.76
39	11.91	10473.99
40	17.28	10819.25
41	1344.78	10800.89
42	28.04	12530.30
43	11.54	11172.24
44	52.77	9821.14
45	25.74	11797.36
46	16.04	11195.27
47	7.91	9361.33
48	39.62	10744.24
49	8.23	9949.36
50	7.63	10175.59
51	80.81	12130.56
52	7.31	10770.35
53	36.41	11508.32
54	37.97	11921.26
55	15.35	11474.80
56	30.15	11522.56
57	26.39	10485.68
58	5.10	9704.25
59	21.19	10789.64
60	45.51	10069.20
61	73.36	10349.25
62	27.12	11592.72
63	20.64	10877.01
64	9.29	9008.38
65	9.15	11967.26
66	28.59	11455.79
67	18.85	9939.05
68	23.40	10927.56
69	47.48	10753.64
70	18.34	10736.08
71	16.59	10695.48
72	8.04	9694.63
73	37.56	9692.00
74	113.49	10144.45
75	13.84	9800.22
76	9.06	8639.69
77	16.59	11184.49
78	235.90	10501.39
79	11.81	9381.48
80	16.50	10852.36
81	18.02	9584.30
82	18.98	9919.92
83	6.62	8798.71
84	19.90	10572.79
85	12.92	10497.70
86	21.88	10425.62
87	11.26	9726.85
88	18.52	9590.21
89	84.58	9759.94
90	71.16	10148.62
91	22.43	10608.32
92	22.71	9788.38
93	13.19	10355.23
