 	Area	Mean
1	15.40	21667.37
2	6.07	19769.55
3	17.88	20873.69
4	16.59	22191.61
5	14.02	21147.10
6	28.41	22097.49
7	16.23	21264.50
8	6.11	19807.32
9	11.45	20114.00
10	9.75	20654.52
11	19.81	20395.71
12	5.29	19300.42
13	7.45	20586.63
14	11.77	20521.46
15	13.19	20407.79
16	16.96	20672.76
17	41.83	20090.45
18	22.85	20090.54
19	30.06	21153.64
20	11.35	20544.50
21	13.65	19206.03
22	8.09	19321.51
23	31.12	20442.77
24	21.93	21295.53
25	9.29	19348.85
26	5.01	18800.99
27	7.40	20816.63
28	6.53	18832.89
29	38.02	21074.10
30	14.85	20775.51
31	30.89	20912.84
32	18.30	20428.46
33	13.97	18652.20
34	14.71	20118.32
35	338.04	20681.32
36	6.34	20172.23
37	5.01	18205.13
38	7.17	19194.95
39	11.26	20021.23
40	19.03	20196.09
41	7.54	18476.42
42	68.35	20482.77
43	21.47	19595.47
44	46.98	20669.35
45	9.93	19133.56
46	15.86	18795.43
47	16.55	20457.70
48	16.09	19647.47
49	18.02	19011.08
50	18.20	20367.14
51	11.58	19468.24
52	12.60	19186.68
53	43.71	19252.28
54	30.71	19555.69
55	33.56	19161.51
56	89.41	19848.20
57	23.08	20931.54
58	20.23	18954.49
59	20.46	19050.10
60	7.40	17641.99
61	14.43	19858.36
62	19.90	19565.68
63	9.70	19724.73
64	35.67	19923.88
65	26.29	20156.78
66	3430.36	18563.69
67	21.51	19752.96
68	15.26	18498.59
69	23.08	18843.23
70	8.09	18315.88
71	38.47	18491.55
72	25.37	20159.11
73	6.71	16292.50
74	41.00	19530.48
75	16.27	19962.51
76	18.34	19621.58
77	29.33	17096.99
78	34.20	19640.90
79	13.84	16853.22
80	18.11	18528.92
81	5.38	17081.16
82	45.05	18716.07
83	15.49	18542.55
84	22.52	18740.76
85	61.41	18233.91
86	18.07	18639.75
87	19.63	18480.18
88	12.46	16405.19
89	20.23	17867.92
90	25.56	17951.54
91	7.35	16092.27
