 	Area	Mean
1	66.74	656.22
2	23.77	530.41
3	127.97	582.15
4	6.02	555.98
5	12.23	624.05
6	61.64	602.07
7	9.47	565.76
8	8.64	528.76
9	24.45	580.25
10	986.37	538.95
11	18.16	575.01
12	9.93	513.31
13	5.79	578.67
14	54.06	575.08
15	13.19	626.69
16	10.53	547.65
17	9.97	517.15
18	11.40	552.90
19	16.64	550.99
20	28.59	525.72
21	15.45	554.31
22	87.25	586.43
23	36.27	548.72
24	33.88	636.63
25	30.94	566.81
26	14.71	547.11
27	30.89	526.81
28	19.49	558.16
29	28.36	615.73
30	34.11	522.80
31	10.11	581.91
32	20.73	602.96
33	21.10	531.03
34	533.04	549.23
35	219.26	593.66
36	31.17	530.63
37	25.60	509.06
38	21.51	503.70
39	8.50	575.86
40	78.74	514.71
41	26.39	536.85
42	44.68	543.83
43	27.21	414.82
44	29.88	571.67
45	12.14	495.81
46	24.09	553.89
47	21.51	543.04
48	77.64	433.35
49	16.69	502.78
50	68.45	514.02
51	15.26	493.69
52	23.58	495.78
53	23.72	503.91
54	29.01	506.81
55	31.76	578.89
56	12.87	520.41
57	22.57	482.58
58	18.20	486.15
59	29.65	504.97
60	25.74	515.49
61	14.80	478.61
62	20.46	534.56
63	32.68	470.73
64	70.15	485.58
65	30.02	510.32
66	22.85	424.56
67	9.70	443.56
68	25.24	440.59
69	9.06	556.84
70	49.92	489.06
71	42.24	490.72
72	614.40	487.16
73	23.03	477.42
74	30.52	442.15
75	114.23	481.84
76	22.34	526.21
77	336.89	538.14
78	26.84	507.06
79	41.28	494.10
80	23.81	488.73
81	88.90	496.11
82	9.06	467.62
83	6.53	460.19
84	15.58	453.41
85	89.31	459.16
86	9.19	554.76
87	9.65	454.51
88	28.96	492.58
89	14.39	238.10
90	26.84	480.03
91	23.77	496.68
92	17.51	425.52
93	12.78	556.71
94	12.18	297.30
