 	Area	Mean
1	13.42	611.84
2	10.25	603.82
3	7.77	608.34
4	5.19	576.08
5	7.58	585.50
6	9.84	591.40
7	10.07	589.44
8	55.48	571.71
9	13.05	571.37
10	29.28	591.09
11	8.96	595.43
12	18.71	586.96
13	36.31	569.04
14	23.40	675.07
15	13.47	610.05
16	15.77	595.12
17	70.10	643.92
18	33.97	561.23
19	11.40	597.05
20	13.01	618.97
21	12.50	595.42
22	17.05	653.84
23	23.26	608.76
24	34.80	596.54
25	22.48	577.98
26	117.68	639.47
27	7.17	532.99
28	25.42	671.77
29	21.51	576.28
30	21.79	622.13
31	11.58	528.89
32	19.63	612.38
33	16.50	515.81
34	17.70	506.97
35	14.85	573.91
36	5.70	596.19
37	9.97	564.08
38	33.51	570.43
39	20.09	592.18
40	10.66	531.96
41	19.44	571.46
42	20.78	670.12
43	335.47	663.89
44	17.51	727.52
45	24.82	564.49
46	26.48	622.79
47	16.55	586.64
48	14.34	524.14
49	17.88	581.78
50	38.66	571.26
51	16.41	536.80
52	15.49	584.65
53	14.25	579.16
54	6.76	516.58
55	49.60	589.21
56	24.09	521.59
57	12.46	465.62
58	16.69	610.68
59	18.66	562.08
60	8.27	477.77
61	13.79	584.53
62	212.23	586.09
63	21.05	592.14
64	19.03	523.05
65	18.57	493.71
66	43.44	572.90
67	11.58	514.10
68	38.93	589.91
69	7.91	465.53
70	20.59	537.34
71	29.33	571.53
72	101.63	659.78
73	26.89	577.01
74	171.78	581.88
75	19.58	567.85
76	9.88	531.35
77	23.31	569.90
78	40.45	556.20
79	120.48	529.33
80	11.68	447.99
81	15.12	579.19
82	211.91	552.49
83	99.61	623.01
84	26.06	553.03
85	42.93	580.08
86	5.56	501.88
87	43.90	567.66
88	16.59	508.24
89	463.03	573.98
90	31.35	572.67
91	61.87	525.83
92	29.14	563.27
93	22.43	522.03
94	8.78	483.77
95	13.51	478.77
96	36.22	495.31
97	74.42	545.99
98	20.13	492.58
99	29.28	497.21
100	31.81	493.22
101	23.63	546.74
102	28.82	517.79
103	18.07	518.03
104	39.99	502.67
105	18.57	545.73
106	471.76	524.28
107	23.03	599.90
108	10.66	497.72
109	11.72	471.27
110	96.95	549.03
111	15.54	535.00
112	32.50	677.51
113	15.81	505.03
114	15.58	506.58
115	23.31	491.85
116	21.74	500.57
117	14.20	526.82
118	25.42	481.72
119	28.45	562.94
120	25.33	518.25
121	202.72	562.93
122	22.39	547.62
123	10.30	507.07
124	111.88	536.19
125	5.29	449.44
126	26.52	492.47
127	12.69	519.44
128	8.55	480.34
129	8.96	504.91
