 	Area	Mean
1	46.427	9833.453
2	39.302	11223.503
3	3339.483	10369.410
4	6.527	9094.859
5	8.780	9201.717
6	248.408	10726.117
7	19.490	10315.597
8	51.805	9268.070
9	19.122	9797.469
10	9.607	8744.019
11	16.824	10164.369
12	41.554	9975.131
13	36.038	10096.148
14	12.227	9190.492
15	26.155	10550.139
16	77.271	10588.179
17	38.337	9478.606
18	24.547	10794.708
19	76.214	10407.656
20	25.282	10041.415
21	149.624	10927.153
22	6.022	9320.099
23	63.297	10006.858
24	9.607	10164.799
25	77.961	9644.662
26	52.449	9560.412
27	73.732	10337.509
28	24.317	10190.870
29	49.369	10112.047
30	31.488	10247.480
31	30.247	9960.653
32	18.847	10411.193
33	248.270	10475.865
34	20.593	10136.451
35	15.307	9691.192
36	19.214	10348.799
37	23.030	10004.397
38	35.073	9587.233
39	161.989	10453.598
40	24.822	9983.809
41	17.560	10219.353
42	41.784	10449.341
43	15.399	10438.260
44	11.308	10030.049
45	59.298	10679.677
46	25.466	10350.453
47	27.167	11250.225
48	15.721	9171.942
49	5.700	9097.258
50	32.775	9907.554
51	8.458	8986.918
52	23.857	9422.755
53	13.560	9738.814
54	13.147	10377.210
55	45.508	9897.434
56	19.904	10556.554
57	11.216	8347.889
58	18.663	9258.020
59	18.939	9943.886
60	25.374	10361.826
61	11.492	10475.068
62	11.262	14330.151
63	7.814	10468.376
