 	Area	Mean
1	14.526	2539.278
2	172.148	2460.061
3	997.859	2482.152
4	379.461	2392.550
5	7.677	2433.515
6	6.343	2352.471
7	13.468	2426.249
8	15.629	2359.606
9	9.929	2197.991
10	23.489	2542.896
11	7.401	2313.304
12	89.269	2562.057
13	13.514	2327.677
14	78.145	2429.097
15	8.136	2170.864
16	30.890	2346.823
17	5.010	2117.367
18	27.213	2187.892
19	6.160	2061.575
20	19.444	2573.775
21	10.067	2315.178
22	29.005	2620.808
23	11.814	2406.837
24	28.040	2476.492
25	32.545	2323.510
26	26.523	2687.946
27	53.230	2483.955
28	8.182	2346.511
29	14.480	2294.727
30	20.777	2473.148
31	26.109	2266.879
32	39.854	2505.249
33	119.101	2464.204
34	24.730	2469.693
35	13.652	2307.902
36	11.538	2278.199
37	13.514	2458.803
38	19.352	2403.454
39	5.562	2334.438
40	24.639	2718.106
41	49.277	2510.157
42	8.826	2055.219
43	28.913	2168.949
44	23.443	2161.708
45	74.421	2482.971
46	21.697	2240.265
47	96.761	2451.635
48	14.434	2359.799
49	7.493	2234.350
50	20.180	2484.323
51	29.741	2584.604
52	37.693	2590.311
53	29.373	2330.260
54	85.913	2459.341
55	390.585	2520.493
56	20.088	2571.389
57	242.570	2890.831
58	12.181	2201.313
59	80.673	2505.206
60	82.971	2755.391
61	30.798	2353.230
62	51.897	2470.716
63	7.814	2277.953
64	8.596	2192.299
65	28.270	2348.598
66	19.306	2351.631
67	63.665	2410.823
68	16.870	2468.507
69	36.590	2448.492
70	28.730	2469.195
71	37.831	2264.041
72	25.282	2553.184
73	163.782	2543.967
74	28.040	2533.979
75	8.044	2331.657
76	18.709	2567.034
77	154.175	2301.881
78	89.131	2392.687
79	17.008	2113.203
80	31.626	2326.651
81	68.262	2415.326
82	58.379	2634.550
83	25.420	2283.477
84	121.722	2315.605
85	23.443	2206.882
86	45.416	2510.291
87	239.720	2593.470
88	25.512	2296.822
89	22.202	2510.878
90	18.019	2546.673
91	23.351	2237.762
92	14.664	2167.060
93	15.353	2330.883
94	18.065	2310.405
95	18.571	2285.918
96	10.435	2198.868
97	11.722	2220.059
98	17.743	2314.935
99	19.168	2697.727
100	11.997	2236.847
101	11.492	2444.852
102	10.986	2325.762
103	9.699	2571.299
104	6.481	2337.050
