 	Area	Mean
1	96.807	7991.866
2	20.410	7538.768
3	14.985	6999.417
4	644.324	7909.268
5	81.730	8214.542
6	13.606	6925.260
7	12.825	7909.566
8	68.078	7299.642
9	24.455	7287.949
10	25.742	7142.309
11	16.089	7443.874
12	53.276	7444.026
13	61.274	7546.221
14	20.685	7133.169
15	15.261	7493.970
16	18.157	6685.929
17	22.202	7366.420
18	12.871	7225.261
19	6.665	6486.855
20	14.526	6915.076
21	12.503	7268.721
22	104.116	7233.540
23	102.415	6921.088
24	40.589	7328.410
25	33.510	7595.123
26	695.302	7436.663
27	20.547	6754.508
28	21.007	7477.048
29	38.750	7507.972
30	110.735	7761.351
31	17.054	6773.679
32	32.959	6975.291
33	615.871	8283.661
34	18.525	7517.186
35	29.281	7210.606
36	15.353	7295.210
37	51.346	7731.053
38	12.595	6585.953
39	21.605	7209.372
40	70.284	7468.449
41	11.400	7463.891
42	7.952	6289.064
43	17.422	7624.697
44	23.949	7418.376
45	19.260	7179.117
46	58.425	8002.602
47	20.869	7020.088
48	10.067	6998.580
49	29.465	7765.156
50	16.870	7121.616
51	19.582	6870.430
52	7.447	6353.352
53	25.788	7828.809
54	21.789	7583.517
55	39.900	7208.271
56	21.789	7741.257
57	24.501	7432.927
58	77.455	7500.742
59	42.428	7649.226
60	22.662	6606.174
61	53.138	7159.008
62	26.707	7582.382
63	29.603	7721.219
64	16.548	7137.639
65	7.447	6425.802
66	12.733	6908.758
67	22.892	6777.968
68	24.317	7393.843
69	20.180	6782.599
70	95.888	7460.769
71	36.866	8154.651
72	15.675	7434.915
73	14.296	6945.727
74	7.079	6451.234
75	41.600	7725.539
76	39.762	7622.710
77	34.981	8242.080
78	14.020	7142.161
79	389.757	7368.195
80	45.416	6704.070
81	66.147	7588.625
82	9.699	7068.223
83	12.687	6976.533
84	64.630	7413.094
85	5.516	6489.275
86	17.973	7082.621
87	31.258	6542.393
88	12.779	7100.219
89	48.450	6657.858
90	16.272	7376.096
91	16.824	7427.257
92	8.918	6811.191
93	12.871	6350.732
94	15.445	7274.893
95	21.099	6922.111
96	6.068	6640.045
97	26.293	7477.846
98	8.826	6414.880
99	31.672	7572.586
100	12.549	6707.300
101	18.709	6491.528
102	7.217	6373.975
103	15.997	7212.391
104	8.182	7655.455
