 	Area	Mean
1	13.974	1718.513
2	11.860	1599.140
3	119.147	1791.486
4	17.605	1725.606
5	8.090	1633.949
6	1082.485	1786.498
7	17.376	1661.892
8	8.872	1783.197
9	15.951	1613.622
10	19.536	1770.242
11	39.808	1791.954
12	16.778	1923.816
13	25.972	1712.713
14	76.398	1597.836
15	9.331	1830.931
16	646.623	1954.919
17	42.520	1838.311
18	29.281	1999.022
19	16.456	1968.726
20	5.286	1600.157
21	99.106	1633.329
22	39.624	1471.871
23	26.109	1671.403
24	11.952	1640.204
25	16.456	1954.374
26	68.307	1759.437
27	20.639	1717.430
28	21.880	1908.466
29	166.953	1939.464
30	35.027	1759.543
31	10.113	1797.032
32	26.799	1701.250
33	11.400	1676.371
34	10.067	1440.137
35	10.710	1586.103
36	20.364	1552.307
37	5.654	1466.780
38	27.718	1740.207
39	53.322	1672.327
40	50.564	1518.988
41	12.181	1642.762
42	24.868	1442.183
43	52.725	1894.834
44	5.838	1521.315
45	21.559	2052.309
46	38.796	1869.468
47	33.280	1688.884
48	9.837	1585.636
49	12.917	1583.498
50	71.433	1848.319
51	26.477	1739.174
52	93.084	1630.930
53	32.959	1649.703
54	29.281	1955.170
55	30.614	1809.470
56	94.831	1676.991
57	61.412	1568.631
58	27.856	1599.594
59	23.305	1846.821
60	21.651	1652.524
61	31.488	1658.107
62	10.481	1593.066
63	14.342	1762.965
64	17.376	1579.722
65	23.259	1788.350
66	17.743	1743.547
67	17.835	1818.753
68	8.182	1628.500
69	21.421	1847.062
70	76.995	1748.521
71	33.372	1773.599
72	9.010	1564.643
73	37.417	1763.744
74	49.691	1647.258
75	21.375	1698.342
76	16.364	1675.079
77	25.236	1711.557
78	7.263	1345.899
79	10.113	1643.868
80	24.730	1567.340
81	15.307	1684.700
82	33.556	1931.375
83	18.479	1692.010
84	33.694	1680.558
85	16.640	1820.580
86	36.222	1764.425
87	5.332	1558.853
88	14.296	1450.251
89	15.307	1861.228
90	29.695	1606.918
91	91.889	1689.139
92	17.973	1625.836
93	12.181	1638.347
94	11.078	1675.253
95	10.205	1564.131
96	23.122	1813.883
97	78.742	1820.766
98	7.539	1511.201
99	9.699	1720.209
100	18.847	1691.444
101	11.492	1542.328
102	9.653	1485.105
103	12.733	1700.083
104	20.364	1688.553
105	12.871	1592.750
106	12.779	1587.468
107	16.640	1783.785
108	14.526	1783.297
109	12.871	1507.975
110	7.355	1580.725
111	9.056	1487.934
112	7.723	1574.839
