 	Area	Mean
1	29.603	10196.863
2	16.962	9649.995
3	13.377	9690.979
4	22.478	8902.002
5	20.639	8923.292
6	47.254	9725.482
7	5.194	8179.425
8	42.934	8991.612
9	42.979	9631.055
10	24.684	9147.795
11	347.421	9551.324
12	27.672	8160.601
13	22.340	9206.811
14	185.570	10317.070
15	11.170	9217.564
16	88.901	9099.252
17	7.539	8087.018
18	16.594	8923.961
19	20.501	8631.899
20	31.304	8446.084
21	38.245	9115.435
22	25.006	8962.188
23	16.135	9198.279
24	24.363	9025.272
25	24.501	8591.683
26	48.633	8750.883
27	24.225	9553.516
28	76.306	9718.149
29	9.285	7983.515
30	37.325	9276.771
31	682.477	8861.466
32	194.350	9364.970
33	14.526	10056.864
34	57.321	9240.497
35	14.756	8032.838
36	25.052	9339.437
37	71.157	8988.398
38	14.434	8468.930
39	22.432	9915.693
40	27.764	9502.199
41	29.281	9581.695
42	22.156	9595.120
43	24.776	9166.675
44	30.844	8119.648
45	30.568	8660.657
46	10.389	8500.186
47	20.731	9244.004
48	30.982	10078.472
49	71.066	8703.209
50	12.733	7902.801
51	9.102	10296.404
52	15.491	7889.766
53	149.026	9318.964
54	40.359	8797.999
55	9.285	8200.649
56	5.424	8192.653
57	70.100	9370.856
58	25.972	8695.752
59	11.124	8954.595
60	8.642	7698.532
61	25.926	9870.865
62	22.708	8437.960
63	40.497	8659.630
64	19.122	9151.589
65	9.102	7535.879
66	27.443	8882.168
67	17.100	8316.960
68	38.613	9055.645
69	20.639	9294.165
70	15.721	9086.585
71	151.508	9611.656
72	28.040	8350.890
73	22.892	9349.444
74	34.476	8561.781
75	116.389	8922.197
76	22.708	9390.431
77	35.119	8143.042
78	5.930	8446.140
79	13.836	9104.156
80	35.625	8940.822
81	294.559	9591.287
82	66.469	9848.368
83	17.238	8757.080
84	14.112	8602.231
85	56.724	9200.603
86	29.281	8916.210
87	20.318	8493.118
88	5.286	7991.757
89	12.273	8465.483
90	24.593	10083.026
91	8.320	8439.022
92	24.271	10497.886
93	26.753	9433.399
94	24.868	8750.194
95	142.177	9181.315
96	9.056	8150.995
97	39.302	8717.094
98	27.948	9921.831
99	46.795	9128.480
100	28.913	10557.550
101	7.355	7993.894
102	52.081	9502.284
103	24.179	8509.559
104	175.595	8993.236
105	20.455	9056.524
106	28.040	9050.398
107	171.182	9513.466
108	5.424	7941.966
109	27.580	9317.008
110	46.105	8787.192
111	63.205	9034.802
112	13.652	8704.906
113	13.560	8297.075
