 	Area	Mean
1	12.043	3233.821
2	11.216	3151.689
3	14.480	3307.127
4	94.463	3546.832
5	21.283	3211.248
6	25.834	3484.863
7	28.316	3229.852
8	45.462	3347.412
9	25.098	3443.505
10	128.065	3473.944
11	11.814	2981.206
12	12.273	3211.801
13	14.893	3314.806
14	29.373	3415.545
15	31.212	3567.153
16	18.157	3052.942
17	5.010	2780.550
18	18.939	3219.269
19	8.044	2935.091
20	8.458	2899.995
21	19.858	3115.067
22	25.006	3381.221
23	26.477	3268.184
24	26.018	3176.705
25	24.639	3625.687
26	25.558	3266.304
27	54.150	3628.620
28	39.532	3347.953
29	19.122	3198.399
30	35.901	3584.775
31	22.248	3060.481
32	21.743	3452.224
33	20.869	3461.670
34	150.497	3465.196
35	26.615	3606.860
36	18.847	3379.229
37	20.501	3351.235
38	6.803	2985.622
39	17.422	3225.752
40	230.296	3514.936
41	39.578	3214.444
42	40.589	3092.921
43	99.795	3428.657
44	28.178	3435.021
45	10.664	3155.776
46	14.618	3444.686
47	13.514	3112.395
48	12.227	3572.180
49	19.904	3205.178
50	65.595	3570.028
51	32.959	3524.174
52	20.272	3329.796
53	21.834	3340.880
54	10.205	3111.770
55	12.963	3150.092
56	6.665	2746.945
57	14.250	3061.790
58	26.661	3645.822
59	5.378	3010.778
60	16.181	3196.548
61	432.415	3610.929
62	16.732	3287.698
63	332.666	3570.020
64	27.764	3549.351
65	14.480	2877.752
66	8.182	2787.315
67	36.682	3047.043
68	8.550	2948.844
69	37.601	3189.545
70	31.580	3349.068
71	41.554	3487.920
72	35.809	3286.511
73	69.365	3109.660
74	14.066	3235.088
75	5.562	2815.769
76	24.822	3264.407
77	10.940	3107.929
78	6.068	2885.000
79	23.765	3362.104
80	57.413	3184.588
81	29.557	3051.910
82	93.130	3324.526
83	18.617	3217.205
84	125.813	3435.492
85	28.178	3426.573
86	12.135	3287.803
87	22.938	3121.884
88	19.766	2846.774
89	21.375	3268.013
90	32.545	3297.588
91	27.488	3254.647
92	49.967	3449.804
93	139.373	3529.034
94	12.043	2950.282
95	5.884	3172.609
96	142.958	3500.289
97	19.720	3091.464
98	19.674	3123.304
99	83.661	3446.051
100	26.155	3380.620
101	123.882	3281.642
102	188.696	3394.318
103	38.107	3053.854
104	14.756	3311.296
105	25.098	4044.518
106	29.235	3331.898
107	24.087	3407.365
108	27.075	3142.503
109	24.225	3593.700
110	14.939	2922.129
111	12.687	2926.054
112	19.904	3236.575
113	18.617	3114.978
114	12.733	3020.888
115	20.134	3309.667
116	13.698	3217.453
117	8.504	2852.903
118	11.354	3210.142
119	16.686	3287.887
120	7.079	3239.948
