 	Area	Mean	Min	Max	IntDen	RawIntDen
1	27.926	108.833	67	170	3039.250	181316
2	9.789	98.387	48	146	963.121	57458
3	12.488	101.670	61	149	1269.634	75744
4	226.842	105.242	50	247	23873.437	1424245
5	21.372	98.542	57	143	2106.016	125641
6	14.818	104.144	55	181	1543.176	92063
7	9.990	91.453	57	139	913.639	54506
8	32.871	90.582	43	163	2977.481	177631
9	10.225	116.741	51	180	1193.668	71212
10	10.812	99.650	65	153	1077.372	64274
11	5.129	89.533	61	123	459.233	27397
12	8.180	126.209	59	210	1032.382	61590
13	13.175	99.233	57	142	1307.399	77997
14	18.841	92.488	44	145	1742.545	103957
15	12.136	126.247	52	177	1532.113	91403
16	8.817	85.238	51	134	751.532	44835
17	13.711	94.142	67	137	1290.821	77008
18	233.966	117.427	45	319	27474.051	1639051
19	18.405	91.699	52	170	1687.716	100686
20	14.432	84.898	50	154	1225.264	73097
21	27.339	100.433	57	168	2745.744	163806
22	27.071	99.229	60	175	2686.222	160255
23	9.789	110.668	67	159	1083.339	64630
24	17.936	109.254	58	201	1959.531	116902
25	9.085	96.720	69	132	878.706	52422
26	27.222	114.544	68	188	3118.082	186019
27	12.320	124.566	73	202	1534.677	91556
28	18.438	126.139	62	196	2325.801	138753
29	11.935	91.794	55	143	1095.525	65357
30	14.767	94.268	60	142	1392.098	83050
31	7.996	108.109	67	160	864.392	51568
32	9.052	95.922	58	154	868.247	51798
33	8.666	95.091	53	131	824.062	49162
34	11.985	99.838	52	166	1196.551	71384
35	6.085	90.460	56	132	550.419	32837
36	7.124	86.729	60	120	617.854	36860
37	15.404	100.902	56	135	1554.339	92729
38	31.798	104.609	54	186	3326.352	198444
39	17.332	97.482	53	157	1689.560	100796
40	8.264	97.181	52	149	803.076	47910
41	12.303	97.703	74	138	1202.082	71714
42	8.515	95.228	53	135	810.887	48376
43	7.895	91.669	53	132	723.723	43176
44	9.655	97.448	66	147	940.861	56130
45	5.532	87.864	56	120	486.019	28995
46	8.314	90.093	57	131	749.034	44686
