 	Area	Mean	Min	Max	IntDen	RawIntDen
1	17.449	141.434	89	187	2467.945	147233.000
2	13.443	173.591	90	281	2333.629	139220.000
3	22.093	146.713	82	258	3241.267	193368.000
4	10.275	164.502	98	240	1690.297	100840.000
5	13.611	133.667	79	219	1819.332	108538.000
6	25.797	145.067	86	220	3742.289	223258.000
7	15.706	156.495	89	217	2457.938	146636.000
8	134.852	175.282	82	334	23637.107	1410146.000
9	20.467	167.708	92	265	3432.423	204772.000
10	20.148	140.858	80	207	2838.020	169311.000
11	7.828	167.385	99	244	1310.282	78169.000
12	14.516	161.904	89	271	2350.207	140209.000
13	8.431	132.765	86	172	1119.394	66781.000
14	62.473	148.355	78	250	9268.105	552918.000
15	21.489	147.034	101	208	3159.635	188498.000
16	11.700	150.000	82	239	1754.999	104700.000
17	8.565	156.460	103	212	1340.152	79951.000
18	18.774	166.346	88	257	3122.910	186307.000
19	82.587	173.962	85	314	14367.007	857109.000
20	9.772	176.494	96	233	1724.760	102896.000
21	27.540	155.116	95	226	4271.940	254856.000
22	23.903	138.640	86	208	3313.898	197701.000
23	5.498	140.707	81	195	773.608	46152.000
24	12.337	157.193	80	246	1939.282	115694.000
25	8.348	155.719	111	208	1299.873	77548.000
26	5.565	159.232	110	214	886.132	52865.000
27	11.314	138.732	91	195	1569.677	93644.000
28	8.565	157.841	87	239	1351.986	80657.000
29	7.694	135.813	92	194	1044.920	62338.000
30	10.376	142.582	83	210	1479.396	88258.000
31	9.890	158.344	87	243	1565.972	93423.000
32	10.376	152.323	100	213	1580.471	94288.000
33	7.023	124.974	85	185	877.734	52364.000
34	14.147	142.796	88	204	2020.177	120520.000
35	8.213	150.124	100	197	1233.042	73561.000
36	8.465	136.919	91	189	1159.003	69144.000
