 	Area	Mean	Min	Max	IntDen	RawIntDen
1	10.862	255.188	168	375	2771.826	165362.000
2	14.248	258.809	148	406	3687.476	219988.000
3	8.700	262.393	161	375	2282.706	136182.000
4	32.871	257.976	165	377	8479.831	505891.000
5	13.242	235.842	147	327	3123.044	186315.000
6	24.054	230.921	137	349	5554.497	331371.000
7	61.467	247.567	143	453	15217.184	907829.000
8	22.143	258.625	168	392	5726.678	341643.000
9	15.488	242.518	138	394	3756.184	224087.000
10	9.571	216.021	154	297	2067.580	123348.000
11	11.130	234.890	170	324	2614.345	155967.000
12	93.818	238.583	129	426	22383.330	1335348.000
13	10.594	216.847	137	321	2297.205	137047.000
14	183.998	253.335	137	432	46613.264	2780861.000
15	10.895	238.628	139	384	2599.947	155108.000
16	18.891	232.994	143	338	4401.478	262584.000
17	21.355	237.961	148	428	5081.653	303162.000
18	10.711	232.881	140	346	2494.395	148811.000
19	7.107	199.861	140	264	1420.443	84741.000
20	11.164	255.731	156	390	2854.882	170317.000
21	8.901	227.610	134	339	2025.893	120861.000
22	17.617	305.586	142	592	5383.523	321171.000
23	21.757	220.421	148	321	4795.757	286106.000
24	11.080	225.648	147	356	2500.128	149153.000
25	37.530	240.263	136	394	9017.176	537948.000
26	14.415	251.548	170	385	3626.177	216331.000
27	45.325	242.604	145	382	10996.000	656001.000
28	49.080	267.847	139	528	13145.832	784256.000
29	89.158	244.887	144	395	21833.648	1302555.000
30	14.063	233.081	155	370	3277.926	195555.000
31	19.662	240.083	155	402	4720.512	281617.000
32	27.875	247.830	136	389	6908.377	412141.000
33	12.136	245.977	163	331	2985.125	178087.000
34	9.722	237.112	147	390	2305.217	137525.000
35	23.685	237.010	152	340	5613.567	334895.000
36	10.242	225.450	147	323	2308.989	137750.000
37	26.954	227.435	155	327	6130.194	365716.000
38	9.253	231.266	162	326	2139.842	127659.000
39	12.270	225.149	162	312	2762.556	164809.000
40	16.444	231.452	145	325	3805.918	227054.000
41	10.694	216.464	143	291	2314.923	138104.000
42	12.119	250.367	170	343	3034.204	181015.000
43	9.873	221.146	160	287	2183.356	130255.000
44	7.778	229.356	165	302	1783.847	106421.000
45	11.147	222.526	166	298	2480.466	147980.000
46	10.057	238.460	178	297	2398.264	143076.000
47	6.722	225.406	141	294	1515.099	90388.000
