 	Area	Mean	Min	Max	IntDen	RawIntDen
1	10.745	695.880	553	915	7476.917	446059.000
2	17.634	711.294	509	978	12542.813	748281.000
3	7.744	664.948	555	781	5149.439	307206.000
4	33.256	724.456	544	1142	24092.619	1437321.000
5	6.705	643.822	553	779	4316.745	257529.000
6	5.129	664.366	553	859	3407.682	203296.000
7	7.375	721.061	554	922	5318.083	317267.000
8	8.348	735.468	553	910	6139.363	366263.000
9	34.765	709.777	539	1022	24675.221	1472078.000
10	8.850	763.430	553	963	6756.680	403091.000
11	6.889	706.163	550	899	4864.935	290233.000
12	11.650	693.374	553	944	8077.606	481895.000
13	10.024	670.587	553	845	6721.814	401011.000
14	13.209	685.796	532	915	9058.394	540407.000
15	7.711	708.041	553	902	5459.422	325699.000
16	19.377	755.027	540	1186	14630.206	872811.000
17	51.879	768.592	538	1190	39873.715	2378792.000
18	268.061	735.393	536	1299	197129.839	11760401.000
19	12.555	886.551	553	1299	11130.533	664027.000
20	30.289	807.211	549	1209	24449.821	1458631.000
21	24.506	731.861	549	1044	17935.203	1069981.000
22	31.127	731.940	535	1046	22783.342	1359212.000
23	7.224	652.754	541	824	4715.819	281337.000
24	11.901	698.279	554	806	8310.315	495778.000
25	14.097	641.993	490	861	9050.164	539916.000
26	5.096	639.832	548	805	3260.393	194509.000
27	56.287	716.361	534	1033	40322.070	2405540.000
28	9.890	727.705	553	907	7196.771	429346.000
29	8.532	731.603	545	995	6241.997	372386.000
30	11.113	759.710	553	1006	8442.904	503688.000
31	40.414	758.471	529	1178	30652.527	1828673.000
32	8.733	712.246	553	873	6220.106	371080.000
33	21.372	763.965	546	1023	16327.275	974055.000
34	8.348	721.853	553	913	6025.715	359483.000
35	9.806	785.814	553	1020	7705.586	459701.000
36	27.775	762.487	534	1092	21178.013	1263441.000
37	18.740	783.858	552	1154	14689.578	876353.000
38	34.446	717.142	526	1111	24702.845	1473726.000
39	8.247	682.874	553	868	5631.653	335974.000
40	10.460	927.603	553	1375	9702.346	578824.000
41	5.230	666.955	539	775	3488.040	208090.000
42	9.202	665.781	552	888	6126.808	365514.000
43	60.092	686.266	530	969	41239.380	2460265.000
44	10.175	745.557	553	959	7585.770	452553.000
45	40.464	736.580	545	1027	29804.898	1778105.000
46	8.146	687.949	553	845	5604.314	334343.000
47	30.189	736.736	542	1093	22241.086	1326862.000
48	7.593	656.916	545	832	4988.137	297583.000
49	10.560	638.397	541	786	6741.577	402190.000
50	14.097	695.767	548	944	9808.216	585140.000
51	5.012	632.375	553	740	3169.391	189080.000
52	9.722	742.193	553	937	7215.645	430472.000
