 	Area	Mean	Min	Max	IntDen	RawIntDen
1	21.556	646.221	514	901	13930.034	831040.000
2	12.387	697.995	511	894	8646.229	515818.000
3	9.705	671.896	533	849	6520.953	389028.000
4	9.471	769.600	533	983	7288.594	434824.000
5	46.096	713.312	514	1006	32880.806	1961608.000
6	8.968	652.738	532	802	5853.601	349215.000
7	9.806	634.513	533	774	6221.950	371190.000
8	15.773	641.825	533	812	10123.630	603957.000
9	12.203	670.251	533	906	8178.983	487943.000
10	12.639	671.442	533	898	8486.133	506267.000
11	12.303	730.431	533	1013	8986.803	536136.000
12	7.644	640.070	531	852	4892.408	291872.000
13	17.936	677.016	519	947	12142.633	724407.000
14	20.131	736.682	525	1018	14830.414	884755.000
15	29.032	702.521	498	1001	20395.655	1216767.000
16	12.354	651.313	524	859	8046.143	480018.000
17	5.917	594.564	513	698	3518.061	209881.000
18	8.834	664.594	527	865	5870.799	350241.000
19	138.070	742.226	498	1221	102479.096	6113713.000
20	20.232	678.273	533	905	13722.786	818676.000
21	73.402	716.878	522	1060	52619.938	3139208.000
22	11.700	722.655	533	982	8455.056	504413.000
23	7.660	691.578	533	887	5297.701	316051.000
24	15.304	741.509	533	1054	11347.955	676998.000
25	9.085	631.732	533	777	5739.350	342399.000
26	10.661	694.807	533	882	7407.153	441897.000
27	10.108	711.229	533	915	7188.809	428871.000
28	5.934	603.186	534	728	3579.193	213528.000
29	90.348	681.579	508	983	61579.351	3673710.000
30	10.175	641.353	533	841	6525.529	389301.000
31	6.537	640.887	533	796	4189.637	249946.000
32	237.671	722.623	508	1160	171746.449	10246075.000
33	7.375	633.234	533	792	4670.326	278623.000
34	11.482	663.670	533	826	7620.317	454614.000
35	9.554	666.028	509	820	6363.523	379636.000
36	12.119	749.625	533	1054	9084.744	541979.000
37	9.705	664.273	533	844	6446.965	384614.000
38	12.169	660.738	528	818	8040.746	479696.000
39	12.337	737.452	533	952	9097.919	542765.000
40	8.783	688.580	533	920	6048.059	360816.000
41	12.924	604.847	455	794	7816.820	466337.000
42	7.711	637.493	519	778	4915.456	293247.000
43	7.610	674.350	522	876	5131.822	306155.000
44	11.801	657.043	528	800	7753.476	462558.000
45	6.805	642.084	533	772	4369.663	260686.000
46	7.476	646.047	533	811	4829.801	288137.000
47	8.783	585.113	508	692	5139.265	306599.000
48	8.213	614.490	534	785	5047.089	301100.000
49	7.476	648.105	534	810	4845.189	289055.000
