 	Area	Mean	IntDen	RawIntDen
1	11.482	1511.250	17352.299	1035206.000
2	8.247	1455.425	12002.870	716069.000
3	9.387	1469.916	13797.830	823153.000
4	5.297	1394.237	7385.060	440579.000
5	5.967	1481.590	8841.139	527446.000
6	6.671	1472.256	9821.928	585958.000
7	70.133	1530.993	107372.995	6405674.000
8	22.009	1507.845	33185.761	1979801.000
9	8.783	1481.506	13012.623	776309.000
10	6.956	1533.173	10665.216	636267.000
11	16.796	1444.058	24253.955	1446946.000
12	14.181	1477.041	20945.622	1249577.000
13	92.896	1615.072	150033.640	8950729.000
14	29.250	1529.111	44726.481	2668299.000
15	8.415	1461.922	12301.505	733885.000
16	7.677	1446.489	11104.803	662492.000
17	6.437	1505.229	9688.668	578008.000
18	24.724	1623.994	40151.951	2395391.000
19	8.079	1483.948	11989.360	715263.000
20	9.772	1652.763	16151.373	963561.000
21	10.275	1570.840	16140.712	962925.000
22	85.940	1556.669	133779.548	7981040.000
23	9.689	1489.587	14431.910	860981.000
24	25.093	1647.120	41331.119	2465738.000
25	57.293	1527.841	87534.716	5222159.000
26	19.377	1504.663	29155.951	1739390.000
27	78.413	1595.211	125085.949	7462396.000
28	7.644	1560.386	11926.887	711536.000
29	21.673	1520.377	32951.861	1965847.000
30	5.699	1441.397	8214.720	490075.000
31	9.102	1565.361	14247.693	849991.000
32	8.113	1463.407	11872.461	708289.000
33	5.029	1453.497	7309.127	436049.000
34	19.059	1610.051	30685.297	1830628.000
35	10.292	1594.721	16412.829	979159.000
36	11.851	1492.355	17685.682	1055095.000
37	5.146	1474.254	7586.491	452596.000
38	14.231	1488.883	21188.422	1264062.000
39	8.934	1481.837	13239.080	789819.000
40	33.860	1493.046	50553.900	3015952.000
41	37.598	1509.717	56761.669	3386296.000
42	24.456	1521.353	37206.217	2219654.000
43	5.196	1424.868	7404.001	441709.000
44	10.476	1582.258	16576.294	988911.000
45	6.219	1474.717	9170.918	547120.000
46	7.828	1444.889	11310.492	674763.000
47	16.025	1700.219	27245.382	1625409.000
48	9.202	1601.556	14738.205	879254.000
49	9.940	1435.949	14273.289	851518.000
50	6.185	1457.206	9013.170	537709.000
51	6.856	1401.619	9609.115	573262.000
52	8.297	1463.139	12140.069	724254.000
53	9.052	1488.546	13473.684	803815.000
54	16.963	1521.494	25809.585	1539752.000
55	16.745	1462.918	24497.157	1461455.000
56	18.388	1442.429	26523.536	1582345.000
57	7.778	1453.716	11306.486	674524.000
58	10.828	1465.166	15865.343	946497.000
59	6.219	1418.221	8819.583	526160.000
60	7.292	1443.285	10523.776	627829.000
61	9.839	1495.208	14711.939	877687.000
62	8.247	1442.270	11894.385	709597.000
63	6.001	1456.344	8739.309	521371.000
64	6.487	1457.514	9454.836	564058.000
65	6.370	1440.558	9175.813	547412.000
