 	Area	Mean	Min	Max	IntDen	RawIntDen
1	12.773	237.038	154	355	3027.633	180623.000
2	7.861	231.832	162	324	1822.534	108729.000
3	24.607	270.439	180	418	6654.665	397005.000
4	11.063	251.989	162	373	2787.767	166313.000
5	21.757	220.150	128	393	4789.874	285755.000
6	7.308	235.328	162	319	1719.849	102603.000
7	11.817	248.394	177	367	2935.358	175118.000
8	11.365	214.177	163	276	2434.068	145212.000
9	642.947	251.160	112	480	161482.386	9633740.000
10	78.363	277.405	154	461	21738.305	1296867.000
11	9.018	240.664	178	345	2170.315	129477.000
12	10.393	246.439	154	375	2561.125	152792.000
13	16.108	276.116	162	428	4447.791	265347.000
14	13.477	252.404	176	374	3401.597	202933.000
15	9.990	255.124	168	365	2548.755	152054.000
16	26.970	263.936	160	456	7118.441	424673.000
17	18.790	250.773	172	366	4712.114	281116.000
18	22.327	259.553	165	375	5795.101	345725.000
19	17.516	252.622	171	348	4425.045	263990.000
20	7.157	263.239	168	370	1884.118	112403.000
21	8.197	253.131	168	354	2074.838	123781.000
22	7.342	245.539	170	314	1802.704	107546.000
23	13.745	281.751	181	383	3872.665	231036.000
24	17.986	245.959	140	418	4423.771	263914.000
25	9.605	263.141	162	373	2527.400	150780.000
26	14.717	237.514	160	327	3495.533	208537.000
27	12.622	242.106	159	372	3055.844	182306.000
28	11.884	235.583	161	324	2799.752	167028.000
29	30.675	254.627	154	419	7810.618	465967.000
30	19.528	236.700	169	337	4622.269	275756.000
31	22.445	258.070	156	370	5792.268	345556.000
32	17.634	240.711	163	363	4244.651	253228.000
33	7.459	227.485	173	311	1696.851	101231.000
34	5.129	230.007	178	297	1179.755	70382.000
35	13.209	228.060	158	345	3012.346	179711.000
36	21.858	239.612	162	339	5237.407	312454.000
37	25.747	232.136	151	393	5976.736	356561.000
38	6.219	226.342	172	292	1407.570	83973.000
39	6.705	236.230	152	317	1583.891	94492.000
