 	Area	Mean	Min	Max	IntDen	RawIntDen
1	36.642	679.987	484	1129	24916.161	1486452.000
2	39.056	707.516	437	1083	27632.638	1648512.000
3	12.320	601.037	491	793	7404.890	441762.000
4	16.041	678.271	490	987	10880.408	649105.000
5	9.018	705.273	492	1004	6360.187	379437.000
6	292.031	721.119	418	1356	210588.621	12563327.000
7	9.823	691.481	499	961	6792.165	405208.000
8	15.606	738.918	499	1190	11531.250	687933.000
9	11.599	642.198	496	905	7449.125	444401.000
10	7.124	646.478	499	878	4605.456	274753.000
11	13.779	683.268	499	1020	9414.406	561646.000
12	18.237	793.370	492	1245	14468.887	863187.000
13	15.371	736.504	490	1164	11320.734	675374.000
14	31.882	602.009	420	912	19193.036	1145021.000
15	10.074	683.042	499	887	6881.005	410508.000
16	9.655	711.394	499	985	6868.517	409763.000
17	5.850	640.014	499	831	3744.082	223365.000
18	21.590	686.017	498	1041	14810.886	883590.000
19	12.857	707.764	500	1008	9099.428	542855.000
20	28.328	693.982	499	1060	19659.159	1172829.000
21	7.610	727.240	500	1036	5534.315	330167.000
22	12.655	640.841	477	870	8110.124	483835.000
23	45.006	697.920	440	1074	31410.898	1873916.000
24	39.207	989.733	437	2373	38804.172	2314985.000
25	11.985	720.439	499	1061	8634.428	515114.000
26	12.337	670.073	500	818	8266.666	493174.000
27	19.897	639.874	415	1010	12731.371	759530.000
28	23.266	686.738	479	1030	15977.566	953192.000
29	8.532	677.318	500	919	5778.842	344755.000
30	218.629	722.556	453	1228	157971.684	9424298.000
31	26.987	651.289	468	1011	17576.409	1048576.000
32	20.483	679.581	485	1001	13920.110	830448.000
33	11.901	685.696	494	1002	8160.562	486844.000
34	7.929	612.129	499	830	4853.268	289537.000
35	26.250	587.049	392	870	15409.764	919318.000
36	11.013	581.851	496	723	6407.775	382276.000
37	8.498	624.505	499	817	5307.305	316624.000
38	9.705	613.166	500	820	5950.956	355023.000
39	10.175	633.346	500	843	6444.065	384441.000
40	9.957	616.012	499	808	6133.462	365911.000
41	7.107	639.922	499	824	4548.029	271327.000
42	13.460	605.920	470	791	8155.701	486554.000
43	7.325	581.048	499	713	4256.217	253918.000
