 	Area	Mean	Min	Max	IntDen	RawIntDen
1	9.689	64.024	40	96	620.301	37006.000
2	8.767	80.482	36	130	705.553	42092.000
3	16.092	101.257	37	153	1629.400	97207.000
4	33.860	80.063	37	137	2710.895	161727.000
5	13.711	68.999	35	128	946.074	56441.000
6	10.560	68.998	42	113	728.635	43469.000
7	14.097	67.107	39	109	946.007	56437.000
8	8.264	69.716	42	109	576.116	34370.000
9	7.861	58.134	36	82	457.021	27265.000
10	7.375	64.516	37	96	475.828	28387.000
11	58.349	70.889	33	125	4136.283	246763.000
12	8.666	63.058	33	92	546.463	32601.000
13	120.805	73.859	37	137	8922.587	532305.000
14	15.354	74.507	45	118	1143.985	68248.000
15	10.711	67.842	50	92	726.657	43351.000
16	28.010	75.363	35	130	2110.877	125931.000
17	8.331	73.666	42	113	613.697	36612.000
18	6.990	63.353	32	100	442.823	26418.000
19	12.069	62.519	38	103	754.532	45014.000
20	10.828	63.904	35	118	691.976	41282.000
21	15.103	90.473	40	166	1366.385	81516.000
22	14.835	72.174	43	113	1070.667	63874.000
23	8.012	62.728	33	99	502.597	29984.000
24	5.917	73.329	40	110	433.889	25885.000
25	7.660	77.464	49	119	593.398	35401.000
26	26.032	71.974	35	112	1873.592	111775.000
27	8.901	67.271	35	105	598.761	35721.000
28	5.230	64.503	39	99	337.339	20125.000
29	6.420	68.731	44	92	441.247	26324.000
30	5.615	72.487	53	99	407.036	24283.000
31	19.293	67.657	31	119	1305.320	77873.000
32	13.376	64.484	30	123	862.548	51458.000
33	6.671	64.352	36	104	429.313	25612.000
34	10.258	71.111	43	104	729.490	43520.000
35	76.285	97.887	33	218	7467.295	445485.000
36	5.766	74.541	47	114	429.816	25642.000
37	8.649	62.234	32	102	538.284	32113.000
38	9.119	65.684	34	103	598.946	35732.000
39	26.853	72.212	34	141	1939.098	115683.000
40	10.325	65.640	34	110	677.762	40434.000
41	9.387	65.129	36	115	611.350	36472.000
42	60.662	73.683	35	140	4469.767	266658.000
43	8.247	53.006	39	74	437.141	26079.000
44	8.130	79.190	43	103	643.785	38407.000
45	11.750	77.715	43	127	913.169	54478.000
46	6.051	73.623	38	117	445.505	26578.000
47	8.046	62.656	40	87	504.122	30075.000
48	47.856	74.196	40	131	3550.747	211831.000
49	12.806	68.747	43	119	880.399	52523.000
50	41.118	70.031	39	124	2879.489	171785.000
51	8.917	63.412	40	98	565.472	33735.000
52	6.906	67.784	46	100	468.117	27927.000
53	14.097	61.816	34	93	871.415	51987.000
54	8.130	66.662	42	93	541.938	32331.000
