 	Area	Mean
1	5.70	468.66
2	14.53	497.39
3	50.01	495.20
4	9.38	456.03
5	16.27	494.63
6	159.69	496.62
7	20.82	494.64
8	23.99	481.81
9	10.25	469.66
10	23.99	503.14
11	63.99	511.23
12	15.63	432.26
13	49.41	437.99
14	53.14	420.74
15	22.85	462.71
16	564.43	479.09
17	12.69	415.50
18	17.88	486.31
19	25.65	461.29
20	15.08	426.83
21	16.73	473.98
22	7.45	488.72
23	21.19	447.44
24	26.52	483.49
25	24.18	414.24
26	52.91	464.32
27	2179.77	430.79
28	17.93	454.59
29	37.23	479.52
30	65.83	462.27
31	6.94	429.47
32	21.97	511.51
33	16.55	466.44
34	101.82	442.35
35	7.03	383.25
36	20.09	452.87
37	23.86	400.32
38	16.00	445.72
39	25.01	440.82
40	101.31	439.03
41	97.27	458.77
42	32.18	402.58
43	26.25	388.47
44	13.42	462.09
45	169.39	440.02
46	20.59	439.73
47	26.43	432.22
48	13.56	371.72
49	19.31	488.00
50	79.52	471.07
51	19.21	428.84
52	27.58	512.48
53	30.80	374.57
54	20.27	434.26
55	30.15	365.98
56	96.21	448.11
57	33.51	394.16
58	21.01	370.59
59	14.62	407.21
60	44.22	429.05
61	13.15	411.12
62	9.15	353.50
63	53.92	391.88
64	10.02	370.69
65	13.56	381.89
66	8.60	400.80
67	69.46	446.82
68	15.03	400.20
69	12.04	411.36
70	15.08	392.56
71	83.20	414.50
72	18.20	412.77
73	39.35	394.54
