 	Area	Mean	IntDen	RawIntDen
1	8.515	1485.868	12652.438	754821.000
2	12.790	1496.620	19141.074	1141921.000
3	9.504	1470.002	13971.118	833491.000
4	9.102	1467.282	13354.991	796734.000
5	5.582	1476.444	8241.221	491656.000
6	10.175	1495.672	15217.921	907873.000
7	5.548	1435.000	7961.779	474985.000
8	31.060	1538.824	47796.338	2851441.000
9	7.929	1503.545	11920.870	711177.000
10	28.311	1552.722	43959.578	2622547.000
11	11.348	1489.663	16904.682	1008502.000
12	12.672	1509.421	19127.681	1141122.000
13	9.672	1610.281	15574.268	929132.000
14	45.191	1517.960	68597.856	4092421.000
15	14.516	1556.624	22596.008	1348036.000
16	15.572	1536.914	23932.909	1427793.000
17	9.269	1513.231	14026.869	836817.000
18	12.136	1560.993	18943.917	1130159.000
19	18.254	1482.792	27066.898	1614761.000
20	12.169	1464.116	17817.315	1062948.000
21	500.703	1563.718	782957.868	46709816.000
22	22.864	1533.411	35059.302	2091573.000
23	22.176	1566.689	34743.435	2072729.000
24	13.678	1516.717	20745.549	1237641.000
25	14.097	1615.082	22767.787	1358284.000
26	16.695	1436.530	23983.044	1430784.000
27	13.443	1452.867	19531.264	1165199.000
28	34.597	1542.722	53373.732	3184178.000
29	12.840	1587.787	20386.905	1216245.000
30	45.895	1526.326	70050.465	4179081.000
31	9.152	1541.518	14108.199	841669.000
32	81.816	1551.098	126904.879	7570910.000
33	7.090	1484.537	10525.955	627959.000
34	19.126	1501.781	28722.514	1713532.000
35	6.906	1520.580	10501.147	626479.000
36	85.705	1523.837	130600.384	7791377.000
37	31.362	1524.634	47815.615	2852591.000
38	5.666	1440.524	8161.450	486897.000
39	11.985	1520.116	18218.517	1086883.000
40	11.465	1563.161	17922.145	1069202.000
41	16.645	1516.396	25240.157	1505781.000
42	9.253	1469.373	13595.695	811094.000
43	6.973	1466.368	10225.074	610009.000
44	8.783	1554.164	13650.809	814382.000
45	5.649	1465.134	8276.321	493750.000
46	10.342	1496.063	15472.673	923071.000
47	7.711	1501.228	11575.368	690565.000
48	12.086	1532.798	18524.662	1105147.000
49	9.471	1500.250	14208.302	847641.000
50	7.526	1485.508	11180.250	666993.000
51	5.464	1469.865	8032.029	479176.000
52	5.850	1427.278	8349.572	498120.000
53	6.655	1465.297	9750.940	581723.000
54	6.872	1453.290	9987.722	595849.000
