 	Area	Mean	Min	Max	IntDen	RawIntDen
1	48.292	105.993	53	180	5118.597	305366
2	11.650	106.435	55	173	1239.931	73972
3	19.209	95.003	54	158	1824.964	108874
4	9.504	104.631	61	160	994.432	59326
5	26.367	96.976	54	165	2556.952	152543
6	18.757	90.138	51	151	1690.699	100864
7	19.327	101.049	54	173	1952.960	116510
8	22.495	98.153	48	163	2207.930	131721
9	77.274	111.081	53	206	8583.605	512082
10	64.685	107.785	50	187	6972.124	415944
11	12.270	106.205	52	170	1303.125	77742
12	12.622	100.382	55	144	1267.019	75588
13	11.164	99.492	55	144	1110.695	66262
14	789.750	109.188	43	243	86231.206	5144394
15	13.309	115.055	67	177	1531.291	91354
16	12.739	108.638	64	166	1383.969	82565
17	12.991	92.385	50	124	1200.138	71598
18	10.258	110.090	58	178	1129.351	67375
19	15.974	102.470	50	154	1636.893	97654
20	16.175	97.967	47	163	1584.662	94538
21	23.735	92.305	47	164	2190.883	130704
22	10.627	95.692	54	153	1016.944	60669
23	58.768	98.924	47	176	5813.590	346828
24	18.958	104.492	53	162	1980.970	118181
25	10.225	90.056	46	116	920.813	54934
26	10.225	98.352	56	156	1005.646	59995
27	14.935	87.343	50	132	1304.482	77823
28	11.549	100.302	65	134	1158.400	69108
29	7.761	89.832	48	135	697.172	41592
30	11.046	89.807	51	144	992.035	59183
31	11.817	93.023	56	150	1099.280	65581
32	6.420	87.702	60	117	563.041	33590
33	22.528	92.856	58	134	2091.885	124798
34	12.605	92.185	56	136	1162.004	69323
35	13.879	88.585	55	141	1229.472	73348
36	6.437	89.823	56	117	578.161	34492
37	6.051	96.003	68	130	580.927	34657
38	10.309	93.254	66	125	961.327	57351
