 	Area	Mean	Min	Max	IntDen	RawIntDen
1	9.923	620.179	496	848	6154.164	367146.000
2	7.543	707.791	496	980	5338.852	318506.000
3	109.356	709.694	468	1222	77609.534	4630041.000
4	29.988	681.072	496	1042	20423.665	1218438.000
5	9.890	645.407	490	925	6382.867	380790.000
6	9.722	647.210	491	911	6292.217	375382.000
7	11.851	670.540	487	953	7946.475	474072.000
8	41.252	743.746	486	1211	30680.788	1830359.000
9	16.695	677.435	496	937	11309.855	674725.000
10	8.431	641.093	496	850	5405.297	322470.000
11	13.862	683.925	496	942	9480.784	565606.000
12	10.728	590.252	496	733	6332.094	377761.000
13	21.472	708.092	486	999	15204.394	907066.000
14	12.370	689.485	463	960	8529.262	508840.000
15	52.248	733.200	487	1154	38307.995	2285384.000
16	20.584	659.890	468	981	13583.141	810345.000
17	24.339	726.517	496	1046	17682.446	1054902.000
18	20.567	667.881	493	910	13736.431	819490.000
19	13.426	819.854	497	1183	11007.767	656703.000
20	20.416	685.540	486	1015	13996.211	834988.000
21	12.521	634.735	496	812	7947.733	474147.000
22	18.472	671.113	494	953	12396.748	739567.000
23	6.453	605.756	496	749	3909.206	233216.000
24	11.013	687.148	490	967	7567.382	451456.000
25	21.355	657.514	489	893	14041.217	837673.000
26	16.578	624.728	449	831	10356.607	617856.000
27	10.594	617.305	469	847	6539.543	390137.000
28	8.582	634.432	497	856	5444.839	324829.000
29	5.515	646.632	499	822	3566.018	212742.000
30	8.297	678.501	496	904	5629.709	335858.000
31	10.108	689.184	496	941	6965.989	415578.000
32	6.688	583.546	496	684	3902.820	232835.000
