 	Area	Mean	IntDen	RawIntDen
1	6.286	1355.763	8522.072	508411.000
2	28.630	1300.288	37226.969	2220892.000
3	8.817	1245.884	10984.837	655335.000
4	8.565	1361.581	11662.581	695768.000
5	10.745	1291.069	13871.953	827575.000
6	12.706	1320.041	16772.076	1000591.000
7	12.236	1346.016	16470.374	982592.000
8	45.710	1333.635	60961.061	3636824.000
9	9.454	1309.216	12377.153	738398.000
10	6.638	1241.111	8238.271	491480.000
11	254.517	1329.385	338350.835	20185384.000
12	37.799	1384.101	52317.213	3121148.000
13	21.640	1355.085	29323.991	1749415.000
14	8.884	1284.606	11412.372	680841.000
15	7.929	1264.366	10024.532	598045.000
16	8.029	1268.743	10186.840	607728.000
17	11.532	1297.862	14967.428	892929.000
18	6.085	1214.154	7387.725	440738.000
19	29.719	1343.838	39937.948	2382624.000
20	11.449	1350.357	15459.649	922294.000
21	9.973	1267.802	12644.409	754342.000
22	9.772	1263.537	12347.718	736642.000
23	6.135	1268.374	7781.418	464225.000
24	341.026	1331.543	454091.086	27090233.000
25	7.895	1299.121	10256.537	611886.000
26	25.713	1338.806	34424.938	2053728.000
27	7.744	1317.807	10205.262	608827.000
28	22.612	1321.402	29879.758	1782571.000
29	12.555	1348.123	16925.500	1009744.000
30	10.225	1308.051	13374.720	797911.000
31	8.700	1302.353	11329.903	675921.000
32	8.934	1331.208	11893.329	709534.000
33	31.714	1317.179	41773.054	2492103.000
34	7.392	1256.127	9285.437	553952.000
35	8.532	1234.299	10530.967	628258.000
36	21.724	1294.673	28125.178	1677896.000
37	48.359	1330.631	64347.791	3838870.000
38	18.338	1344.971	24663.823	1471398.000
39	8.750	1267.220	11087.991	661489.000
40	7.392	1250.796	9246.030	551601.000
41	6.437	1253.883	8070.834	481491.000
42	12.622	1282.212	16183.976	965506.000
43	11.935	1340.841	16002.492	954679.000
44	6.671	1268.749	8464.259	504962.000
45	43.766	1288.753	56403.612	3364935.000
46	7.945	1261.070	10019.537	597747.000
47	5.900	1247.426	7360.168	439094.000
48	6.822	1246.789	8505.846	507443.000
49	12.555	1334.382	16752.984	999452.000
50	8.850	1262.790	11176.227	666753.000
51	5.431	1225.898	6657.783	397191.000
52	6.604	1211.959	8004.137	477512.000
53	12.907	1287.962	16623.563	991731.000
54	8.482	1295.154	10985.054	655348.000
55	8.482	1289.773	10939.411	652625.000
56	11.583	1303.278	15095.423	900565.000
57	5.766	1239.110	7144.942	426254.000
58	6.621	1272.342	8424.247	502575.000
59	8.549	1211.253	10354.646	617739.000
