 	Area	Mean	IntDen	RawIntDen
1	15.287	1359.283	20779.492	1239666.000
2	13.209	1371.437	18114.743	1080692.000
3	8.817	1380.498	12171.716	726142.000
4	9.152	1468.711	13441.852	801916.000
5	503.133	1435.743	722370.301	43095274.000
6	8.381	1420.772	11907.611	710386.000
7	11.382	1357.505	15450.463	921746.000
8	6.034	1374.578	8294.726	494848.000
9	10.393	1446.006	15027.688	896524.000
10	6.319	1347.796	8517.177	508119.000
11	7.627	1441.325	10992.681	655803.000
12	10.728	1413.767	15166.596	904811.000
13	109.390	1432.714	156724.444	9349890.000
14	42.509	1455.306	61863.386	3690655.000
15	15.807	1479.135	23380.277	1394824.000
16	8.264	1408.858	11642.450	694567.000
17	6.671	1391.533	9283.393	553830.000
18	14.818	1455.687	21570.013	1286827.000
19	7.962	1498.764	11933.207	711913.000
20	13.510	1407.429	19014.804	1134388.000
21	12.907	1469.021	18960.461	1131146.000
22	10.024	1367.722	13709.745	817898.000
23	9.404	1465.652	13782.376	822231.000
24	25.294	1440.718	36441.678	2174043.000
25	10.962	1513.193	16588.313	989628.000
26	13.913	1591.952	22148.190	1321320.000
27	9.588	1479.049	14181.064	846016.000
28	14.131	1414.311	19984.932	1192264.000
29	6.101	1352.327	8251.128	492247.000
30	9.236	1432.550	13230.967	789335.000
31	11.968	1359.377	16269.278	970595.000
32	5.062	1421.460	7195.681	429281.000
33	32.904	1357.956	44682.363	2665667.000
34	7.560	1489.253	11258.362	671653.000
35	8.281	1318.285	10916.078	651233.000
36	11.951	1553.139	18562.226	1107388.000
37	11.046	1509.067	16669.559	994475.000
38	7.359	1479.843	10889.560	649651.000
39	9.705	1352.473	13126.153	783082.000
40	7.912	1429.691	11311.347	674814.000
41	14.097	1414.610	19941.736	1189687.000
42	7.644	1414.827	10814.298	645161.000
43	9.990	1405.237	14038.669	837521.000
44	17.064	1413.339	24117.058	1438779.000
45	9.286	1424.803	13231.068	789341.000
46	7.727	1360.321	10511.691	627108.000
47	5.733	1347.175	7722.902	460734.000
48	9.236	1359.690	12558.033	749189.000
49	6.018	1370.404	8246.568	491975.000
50	8.297	1466.154	12165.078	725746.000
