 	Area	Mean	Min	Max	IntDen	RawIntDen
1	10.745	169.273	104	256	1818.762	108504.000
2	17.634	151.573	80	248	2672.812	159455.000
3	7.744	149.145	97	185	1154.997	68905.000
4	33.256	162.229	96	295	5395.122	321863.000
5	6.705	151.445	102	203	1015.419	60578.000
6	5.129	155.843	108	210	799.354	47688.000
7	7.375	154.211	111	207	1137.364	67853.000
8	8.348	159.713	94	219	1333.213	79537.000
9	34.765	158.133	92	228	5497.455	327968.000
10	8.850	159.489	113	230	1411.542	84210.000
11	6.889	152.769	93	209	1052.463	62788.000
12	11.650	150.909	86	242	1758.050	104882.000
13	10.024	139.152	89	206	1394.830	83213.000
14	13.209	135.825	91	210	1794.055	107030.000
15	7.711	174.363	98	243	1344.443	80207.000
16	19.377	164.602	89	260	3189.506	190280.000
17	51.879	174.713	78	283	9063.925	540737.000
18	268.061	156.924	80	318	42065.202	2509532.000
19	12.555	197.892	87	272	2484.506	148221.000
20	30.289	187.695	101	282	5685.125	339164.000
21	24.506	160.867	88	237	3942.244	235187.000
22	31.127	158.263	93	261	4926.318	293895.000
23	7.224	148.831	92	213	1075.226	64146.000
24	11.901	146.682	99	219	1745.679	104144.000
25	14.097	133.346	79	219	1879.777	112144.000
26	5.096	151.734	112	201	773.189	46127.000
27	56.287	160.618	87	261	9040.760	539355.000
28	9.890	165.134	113	227	1633.121	97429.000
29	8.532	169.701	92	259	1447.883	86378.000
30	11.113	171.638	92	255	1907.468	113796.000
31	40.414	165.438	81	262	6685.960	398872.000
32	8.733	163.086	92	237	1424.248	84968.000
33	21.372	171.809	90	272	3671.854	219056.000
34	8.348	151.502	115	212	1264.672	75448.000
35	9.806	180.003	118	256	1765.090	105302.000
36	27.775	179.502	92	286	4985.639	297434.000
37	18.740	179.443	107	301	3362.776	200617.000
38	34.446	161.227	82	263	5553.659	331321.000
39	8.247	155.429	90	206	1281.820	76471.000
40	10.460	215.232	89	337	2251.243	134305.000
41	5.230	149.513	114	198	781.922	46648.000
42	9.202	150.029	87	191	1380.633	82366.000
43	60.092	151.255	91	247	9089.253	542248.000
44	10.175	168.644	109	242	1715.893	102367.000
45	40.464	168.456	91	258	6816.370	406652.000
46	8.146	165.031	109	221	1344.410	80205.000
47	30.189	165.384	92	266	4992.730	297857.000
48	7.593	151.477	95	212	1150.203	68619.000
49	10.560	145.117	89	207	1532.465	91424.000
50	14.097	154.773	91	241	2181.831	130164.000
51	5.012	138.689	93	178	695.094	41468.000
52	9.722	181.140	112	262	1761.050	105061.000
