 	Area	Mean	Min	Max	IntDen	RawIntDen
1	9.152	238.337	152	332	2181.295	130132
2	13.259	201.201	136	286	2667.699	159150
3	39.927	226.331	137	334	9036.821	539120
4	10.476	225.664	144	309	2364.136	141040
5	17.969	209.739	142	303	3768.806	224840
6	14.281	244.552	142	391	3492.532	208358
7	10.275	226.489	136	345	2327.226	138838
8	14.114	240.033	140	367	3387.769	202108
9	638.119	234.438	81	486	149599.633	8924837
10	16.209	222.584	143	346	3607.873	215239
11	19.679	240.501	147	379	4732.765	282348
12	37.044	238.480	130	395	8834.351	527041
13	29.133	236.312	141	384	6884.408	410711
14	11.901	251.138	141	386	2988.829	178308
15	135.455	227.484	124	415	30813.914	1838301
16	16.058	221.941	140	318	3563.956	212619
17	20.735	208.783	136	317	4329.082	258265
18	22.143	209.740	133	309	4644.227	277066
19	20.617	243.897	139	367	5028.534	299993
20	17.533	221.258	136	363	3879.370	231436
21	36.659	221.369	144	331	8115.120	484133
22	53.237	209.509	134	356	11153.565	665401
23	15.002	196.838	133	278	2952.991	176170
24	20.500	227.261	148	333	4658.877	277940
25	52.885	225.592	135	382	11930.374	711744
26	10.543	218.014	138	310	2298.613	137131
27	20.634	218.262	147	329	4503.660	268680
28	13.527	202.893	127	287	2744.554	163735
29	10.393	204.619	151	288	2126.516	126864
30	6.571	199.824	157	262	1312.998	78331
31	6.856	195.680	144	246	1341.527	80033
