 	Area	Mean	Min	Max	IntDen	RawIntDen
1	7.442	209.741	146	265	1560.977	93125
2	8.264	235.446	171	315	1945.669	116075
3	212.226	258.868	139	566	54938.548	3277532
4	26.819	231.056	154	347	6196.790	369689
5	8.348	225.610	140	296	1883.297	112354
6	19.243	239.466	149	423	4608.038	274907
7	22.629	251.844	164	366	5698.970	339990
8	23.216	256.095	138	403	5945.391	354691
9	10.694	252.466	169	339	2699.933	161073
10	10.644	248.950	167	381	2649.814	158083
11	10.124	278.512	182	391	2819.749	168221
12	7.090	225.085	152	311	1595.943	95211
13	9.504	230.871	155	347	2194.235	130904
14	9.655	246.014	139	369	2375.267	141704
15	238.777	249.661	141	481	59613.400	3556425
16	8.213	229.265	136	324	1883.062	112340
17	9.102	236.613	140	375	2153.620	128481
18	11.683	232.103	170	332	2711.717	161776
19	9.353	221.324	147	288	2070.111	123499
20	7.526	248.376	166	325	1869.334	111521
21	13.292	229.968	144	358	3056.833	182365
22	6.286	217.872	152	289	1369.503	81702
23	10.057	233.167	162	337	2345.028	139900
24	11.382	230.729	164	333	2626.045	156665
25	9.269	222.121	164	282	2058.948	122833
26	8.532	207.658	162	262	1771.728	105698
27	7.627	235.297	147	354	1794.558	107060
28	31.815	238.705	148	372	7594.302	453062
29	26.115	226.638	143	358	5918.756	353102
30	13.175	209.818	153	284	2764.367	164917
31	10.309	242.002	158	379	2494.730	148831
32	5.146	228.834	167	289	1177.576	70252
33	8.281	218.209	170	279	1806.878	107795
34	12.572	265.824	142	426	3341.840	199368
35	101.495	231.588	147	420	23505.004	1402265
36	8.180	237.816	153	334	1945.317	116054
37	8.398	220.244	145	303	1849.571	110342
38	5.163	197.214	156	238	1018.168	60742
39	5.498	198.378	165	244	1090.681	65068
