 	Area	Mean
1	6.849	6282.832
2	1024.934	7795.408
3	40.957	8451.393
4	26.477	8666.531
5	5.470	6698.630
6	54.196	6338.732
7	10.527	6763.996
8	9.837	7339.154
9	14.112	6890.717
10	25.558	9013.890
11	49.507	7205.009
12	55.758	7396.069
13	20.961	7682.428
14	15.629	6913.244
15	69.778	7737.327
16	18.341	6980.669
17	9.515	7246.411
18	11.584	7125.659
19	45.738	7690.945
20	66.883	6763.685
21	381.575	7386.603
22	28.178	7467.114
23	62.837	7507.323
24	50.840	7270.806
25	33.924	8146.858
26	40.038	7131.064
27	26.983	7138.792
28	23.673	9008.736
29	37.325	6783.131
30	25.236	6751.951
31	21.697	7127.663
32	19.030	8101.604
33	58.838	7874.563
34	22.386	8102.507
35	6.022	6160.603
36	125.169	7512.082
37	32.085	7353.324
38	82.787	7305.879
39	24.363	7981.677
40	35.809	6039.371
41	178.169	7151.612
42	156.013	7413.850
43	15.215	7205.891
44	18.847	7298.444
45	22.524	7459.773
46	26.523	8060.678
47	113.401	7525.809
48	19.398	7241.225
49	31.534	7829.585
50	44.726	8129.480
51	22.754	7149.152
52	21.375	8019.419
53	18.387	7964.698
54	6.481	6149.901
55	26.615	8698.703
56	275.207	7142.595
57	15.399	8195.018
58	32.361	9130.578
59	7.998	6636.500
60	44.910	6976.146
61	10.986	7015.368
62	135.006	7811.421
63	22.846	7399.765
64	20.639	7663.621
65	7.723	6915.970
66	8.872	7186.212
67	104.346	7647.869
68	12.043	7190.244
69	198.947	7658.807
70	105.081	7156.533
71	17.146	7495.544
72	102.139	6645.887
73	15.675	7260.988
74	31.212	6941.386
75	6.803	6860.736
76	13.422	7219.353
77	13.928	7891.898
78	8.320	6806.928
79	72.766	7692.168
80	99.565	7488.981
81	20.685	8458.742
82	7.263	6811.722
83	14.066	6638.444
84	7.079	6699.221
85	10.113	6912.268
86	6.849	6691.745
87	17.881	6973.882
88	5.562	6633.298
