 	Area	Mean
1	96.807	883.974
2	20.410	826.318
3	14.985	805.325
4	644.324	860.151
5	81.730	901.562
6	13.606	768.595
7	12.825	875.452
8	68.078	812.525
9	24.455	808.227
10	25.742	795.573
11	16.089	850.220
12	53.276	794.933
13	61.274	824.589
14	20.685	755.736
15	15.261	838.599
16	18.157	740.203
17	22.202	816.487
18	12.871	766.089
19	6.665	721.076
20	14.526	784.297
21	12.503	785.261
22	104.116	796.993
23	102.415	778.524
24	40.589	831.046
25	33.510	829.890
26	695.302	805.932
27	20.547	713.600
28	21.007	794.101
29	38.750	809.140
30	110.735	834.598
31	17.054	763.075
32	32.959	747.958
33	615.871	888.378
34	18.525	808.764
35	29.281	814.650
36	15.353	825.111
37	51.346	816.140
38	12.595	727.069
39	21.605	778.557
40	70.284	815.632
41	11.400	834.940
42	7.952	768.087
43	17.422	799.282
44	23.949	777.791
45	19.260	758.804
46	58.425	876.760
47	20.869	769.068
48	10.067	745.342
49	29.465	811.679
50	16.870	764.738
51	19.582	750.136
52	7.447	707.506
53	25.788	860.075
54	21.789	836.019
55	39.900	774.452
56	21.789	834.810
57	24.501	794.632
58	77.455	800.949
59	42.428	823.690
60	22.662	720.387
61	53.138	771.010
62	26.707	843.497
63	29.603	840.896
64	16.548	769.069
65	7.447	704.185
66	12.733	755.928
67	22.892	722.550
68	24.317	796.280
69	20.180	742.426
70	95.888	791.121
71	36.866	872.729
72	15.675	812.214
73	14.296	760.608
74	7.079	711.175
75	41.600	845.049
76	39.762	831.259
77	34.981	894.021
78	14.020	769.341
79	389.757	793.966
80	45.416	730.624
81	66.147	828.778
82	9.699	792.521
83	12.687	732.761
84	64.630	813.393
85	5.516	724.017
86	17.973	765.926
87	31.258	743.357
88	12.779	791.669
89	48.450	711.078
90	16.272	780.881
91	16.824	828.063
92	8.918	745.510
93	12.871	686.657
94	15.445	771.119
95	21.099	727.575
96	6.068	762.280
97	26.293	807.309
98	8.826	694.068
99	31.672	807.106
100	12.549	746.344
101	18.709	718.619
102	7.217	709.490
103	15.997	791.687
104	8.182	882.039
