 	Area	Mean	Min	Max	IntDen	RawIntDen
1	18.237	248.239	168	336	4527.194	270084.000
2	5.079	204.158	166	255	1036.908	61860.000
3	14.985	250.749	149	371	3757.576	224170.000
4	27.993	250.362	150	440	7008.347	418105.000
5	11.247	234.692	164	336	2639.673	157478.000
6	8.817	223.633	147	323	1971.751	117631.000
7	11.063	228.020	157	342	2522.589	150493.000
8	23.014	234.188	148	395	5389.708	321540.000
9	7.040	229.860	170	307	1618.237	96541.000
10	22.495	236.291	138	366	5315.334	317103.000
11	22.327	250.974	144	426	5603.560	334298.000
12	18.891	239.736	152	372	4528.853	270183.000
13	13.946	230.212	139	343	3210.559	191536.000
14	9.621	200.146	142	268	1925.705	114884.000
15	72.379	247.417	141	407	17907.831	1068348.000
16	580.390	238.914	129	498	138663.172	8272388.000
17	37.933	242.675	141	402	9205.348	549174.000
18	34.564	221.203	142	319	7645.578	456121.000
19	14.868	241.612	149	345	3592.301	214310.000
20	9.152	182.018	134	245	1665.858	99382.000
21	56.472	224.589	142	357	12682.945	756641.000
22	14.063	197.319	141	280	2774.994	165551.000
23	8.012	237.879	155	334	1905.959	113706.000
24	8.063	208.476	143	273	1680.860	100277.000
25	14.131	222.231	143	303	3140.242	187341.000
26	12.086	245.717	151	353	2969.620	177162.000
27	21.690	225.910	153	353	4900.052	292328.000
28	14.600	220.690	162	319	3222.041	192221.000
29	10.242	214.571	155	301	2197.571	131103.000
30	7.375	200.043	152	262	1475.389	88019.000
31	6.671	206.789	168	250	1379.560	82302.000
32	22.076	252.389	150	387	5571.678	332396.000
33	15.488	235.314	155	326	3644.599	217430.000
34	5.615	209.603	163	274	1176.989	70217.000
35	7.962	214.491	157	285	1707.780	101883.000
36	17.835	221.827	148	325	3956.274	236024.000
37	10.795	222.736	154	301	2404.399	143442.000
38	7.224	207.810	160	261	1501.321	89566.000
39	11.331	236.577	160	317	2680.707	159926.000
