 	Area	Mean	IntDen	RawIntDen
1	22.294	460.656	10269.729	612673
2	25.361	416.151	10554.082	629637
3	14.281	407.709	5822.641	347368
4	7.744	415.478	3217.515	191951
5	6.638	465.114	3087.340	184185
6	7.442	423.480	3151.707	188025
7	39.911	455.504	18179.478	1084554
8	10.912	431.501	4708.611	280907
9	7.342	429.635	3154.305	188180
10	5.649	424.119	2395.783	142928
11	24.892	433.707	10795.759	644055
12	18.824	462.157	8699.600	519002
13	10.745	407.988	4383.643	261520
14	32.016	440.894	14115.557	842108
15	15.304	449.871	6884.760	410732
16	11.398	435.004	4958.300	295803
17	11.465	450.877	5169.453	308400
18	12.739	389.189	4957.982	295784
19	20.919	442.359	9253.791	552064
20	51.208	451.656	23128.576	1379808
21	9.772	415.465	4060.066	242216
22	6.185	420.743	2602.394	155254
23	14.483	457.672	6628.248	395429
24	8.683	453.502	3937.668	234914
25	7.996	416.549	3330.543	198694
26	6.856	433.560	2972.369	177326
27	9.689	440.292	4265.788	254489
28	11.868	422.311	5011.822	298996
29	9.219	441.385	4069.218	242762
30	7.325	447.563	3278.429	195585
31	7.442	436.340	3247.419	193735
32	10.728	467.344	5013.565	299100
