 	Area	Mean	IntDen	RawIntDen
1	9.119	1505.950	13732.190	819237.000
2	5.498	1478.860	8130.759	485066.000
3	28.663	1568.124	44947.624	2681492.000
4	22.964	1612.915	37039.249	2209693.000
5	43.012	1692.393	72792.756	4342681.000
6	6.453	1548.577	9993.639	596202.000
7	9.655	1520.132	14676.889	875596.000
8	11.516	1612.079	18564.070	1107498.000
9	5.951	1492.935	8883.816	529992.000
10	21.690	1492.180	32365.755	1930881.000
11	10.879	1556.492	16932.524	1010163.000
12	25.059	1610.575	40360.120	2407810.000
13	32.066	1539.784	49374.765	2945607.000
14	6.889	1588.173	10941.322	652739.000
15	7.157	1599.841	11450.775	683132.000
16	9.068	1709.847	15505.460	925027.000
17	7.778	1499.054	11659.112	695561.000
18	21.104	1614.851	34079.117	2033097.000
19	5.632	1573.902	8864.355	528831.000
20	45.744	1600.069	73193.473	4366587.000
21	11.382	1524.887	17355.517	1035398.000
22	11.214	1532.619	17186.621	1025322.000
23	6.923	1583.910	10965.057	654155.000
24	9.756	1526.330	14890.238	888324.000
25	9.487	1503.528	14264.556	850997.000
26	6.805	1557.172	10597.245	632212.000
27	8.985	1545.222	13883.083	828239.000
28	11.767	1591.905	18732.010	1117517.000
29	12.555	1563.964	19635.357	1171409.000
30	7.292	1589.400	11589.180	691389.000
31	5.850	1515.086	8863.249	528765.000
32	8.415	1531.616	12887.946	768871.000
